Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording5	Participant35	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1083829	0	2	85225	332	67	3733	257	762020	358	IMA		4.28354	69337	298	67	2450	233	762020	358	4.27421	92590	1268	67	11591	73	762020	358	95314	1306	75	11608	73	762004	375	0			0			150	762004	767628	58.91	197.81													
Recording5	Participant35	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1083829	0	2	87631	337	66	3608	260	61022	133	IMA		4.16391	79516	333	66	3608	239	61022	133	4.14831	97515	1434	83	10266	68	61022	825	100531	1478	117	10307	68	60981	867	0			0			168	60981	61847	236.49	227.81													
Recording9	Participant48	G8-1	E1-ST	1	E1-ST	IMA	281512	414940		148511	280	19	1417	531	0	204	IMA	IMA	6.3681	129014	280	66	1342	461	280	1117	6.37995	179405	2563	67	48787	70	0	11254	181813	2597	100	48812	70	0	11254	0			0			247	11720	11254	138.4	265.55													
Recording9	Participant48	G8-1	E1-ST	1	E1-ST	SUB	281512	414940		55876	175	66	1408	319	11295	142	IMA	IMA	6.4325	51842	176	66	1408	294	11295	142	6.43432	79409	1168	67	6866	68	11295	425	81451	1198	75	6883	68	11254	467	0			0			101	11254	11720	265.55	138.4													
Recording9	Participant48	G8-1	E2-LC	1	E2-LC	IMA	269781	765855		104651	232	66	1483	500	0	68	IMA		6.03555	81966	233	66	1483	352	502	133	6.04496	128412	1538	67	15432	149	0	5774	120579	1566	75	15448	77	0	5774	0			0			174	6182	5774	259.19	341.29													
Recording9	Participant48	G8-1	E2-LC	1	E2-LC	SUB	269781	765855		87914	179	66	1008	500	5824	150	IMA		6.30705	79322	179	66	1008	444	5824	150	6.30637	138651	1739	92	9624	133	5824	358	130827	1768	108	9632	74	5774	408	0			0			141	5774	6182	341.29	259.19													
Recording9	Participant48	G8-1	E3-SDH	1	E3-SDH	IMA	292843	50212		161905	354	66	4183	457	0	229	IMA	IMA	5.84972	112055	321	66	2808	349	263	666	5.87219	183303	2444	83	19065	90	0	1621	186128	2482	92	19123	75	0	1621	0			0			225	9262	1621	200.45	214.03													
Recording9	Participant48	G8-1	E3-SDH	1	E3-SDH	SUB	292843	50212		72870	211	66	3550	346	1663	92	IMA	IMA	5.95897	59765	209	66	3550	286	1663	92	5.97977	92050	1278	108	5675	87	1663	1892	94909	1318	125	5733	72	1621	1933	0			0			138	1621	9262	214.03	200.45													
Recording9	Participant48	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1087683	0	2	148511	280	19	1417	531	414940	204	IMA		6.3681	129014	280	66	1342	461	415220	1117	6.37995	179405	2563	67	48787	70	414940	11254	181813	2597	100	48812	70	414940	11254	0			0			247	426661	426194	138.4	265.55													
Recording9	Participant48	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1087683	0	2	92674	232	66	1483	400	765855	68	IMA		6.03555	81966	233	66	1483	352	766357	133	6.04496	118412	1538	67	15432	77	765855	5774	120579	1566	75	15448	77	765855	5774	0			0			174	772038	771629	259.19	341.29													
Recording9	Participant48	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1087683	0	2	161905	354	66	4183	457	50212	229	IMA		5.84972	112055	321	66	2808	349	50475	666	5.87219	183303	2444	83	19065	75	50212	1621	186128	2482	92	19123	75	50212	1621	0			0			225	59474	51833	200.45	214.03													
Recording9	Participant48	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1087683	0	2	55876	175	66	1408	319	426236	142	IMA		6.4325	51842	176	66	1408	294	426236	142	6.43432	79409	1168	67	6866	68	426236	425	81451	1198	75	6883	68	426194	467	0			0			101	426194	426661	265.55	138.4													
Recording9	Participant48	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1087683	0	2	85922	179	66	1008	480	771679	150	IMA		6.30705	79322	179	66	1008	444	771679	150	6.30637	128651	1739	92	9624	74	771679	358	130827	1768	108	9632	74	771629	408	0			0			141	771629	772038	341.29	259.19													
Recording9	Participant48	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1087683	0	2	72870	211	66	3550	346	51874	92	IMA		5.95897	59765	209	66	3550	286	51874	92	5.97977	92050	1278	108	5675	72	51874	1892	94909	1318	125	5733	72	51833	1933	0			0			138	51833	59474	214.03	200.45													
Recording8	Participant43	G8-2	C1-ST	1	C1-ST	IMA	323670	51432		210117	501	63	5633	419	207	117	IMA	IMA	4.93798	174074	481	67	5191	362	365	117	4.92147	238813	3674	100	33921	65	207	5083	241788	3720	117	33971	65	207	5083	0			0			283	11331	12306	207.29	224.22													
Recording8	Participant43	G8-2	C1-ST	1	C1-ST	SUB	323670	51432		67251	300	67	2075	224	5856	283	IMA	IMA	4.9232	63959	297	67	2075	215	5856	283	4.92779	73909	1173	233	5424	63	5856	283	76517	1215	250	5466	63	5848	292	0			0			148	12306	11331	224.22	207.29													
Recording8	Participant43	G8-2	C2-LC	1	C2-LC	IMA	314272	469900		143935	571	66	8249	252	783	108	IMA		5.22332	106006	482	67	6791	220	783	108	5.26786	161967	2745	92	94082	59	783	5179	164842	2794	133	94140	59	766	5196	0			0			140	17711	5961	260.01	447.91													
Recording8	Participant43	G8-2	C2-LC	1	C2-LC	SUB	314272	469900		121329	307	67	2750	395	6020	158	IMA		5.07842	113113	299	67	2750	378	6020	158	5.08278	142200	2229	175	18198	62	6020	1333	140640	2268	183	18231	62	5961	1392	0			0			292	5961	17711	447.91	260.01													
Recording8	Participant43	G8-2	C3-SDH	1	C3-SDH	IMA	350631	885385		109798	318	18	2400	345	1956	92	IMA	IMA	4.61831	103231	325	67	2400	318	1956	92	4.62478	121719	998	67	6358	122	1956	858	128052	1050	75	6408	122	1898	917	0			0			189	1898	7439	268.42	413.08													
Recording8	Participant43	G8-2	C3-SDH	1	C3-SDH	SUB	350631	885385		175565	249	67	1858	705	977	67	IMA	IMA	4.63119	166800	251	67	1858	664	977	67	4.63101	205681	1686	83	5866	122	977	921	211571	1734	92	5933	122	960	938	0			0			510	7439	1898	413.08	268.42													
Recording8	Participant43	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	IMA	1329599	0	2	210117	501	63	5633	419	51639	117	IMA		4.93798	174074	481	67	5191	362	51797	117	4.92147	238813	3674	100	33921	65	51639	5083	241788	3720	117	33971	65	51639	5083	0			0			283	62763	63737	207.29	224.22													
Recording8	Participant43	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	IMA	1329599	0	2	143935	571	66	8249	252	470682	108	IMA		5.22332	106006	482	67	6791	220	470682	108	5.26786	161967	2745	92	94082	59	470682	5179	164842	2794	133	94140	59	470666	5196	0			0			140	487611	475861	260.01	447.91													
Recording8	Participant43	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	IMA	1329599	0	2	109798	318	18	2400	345	887341	92	IMA		4.61831	103231	325	67	2400	318	887341	92	4.62478	121719	998	67	6358	122	887341	858	128052	1050	75	6408	122	887283	917	0			0			189	887283	892824	268.42	413.08													
Recording8	Participant43	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	SUB	1329599	0	2	67251	300	67	2075	224	57288	283	IMA		4.9232	63959	297	67	2075	215	57288	283	4.92779	73909	1173	233	5424	63	57288	283	76517	1215	250	5466	63	57280	292	0			0			148	63737	62763	224.22	207.29													
Recording8	Participant43	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	SUB	1329599	0	2	121329	307	67	2750	395	475919	158	IMA		5.07842	113113	299	67	2750	378	475919	158	5.08278	138206	2229	175	18198	62	475919	1333	140640	2268	183	18231	62	475861	1392	0			0			292	475861	487611	447.91	260.01													
Recording8	Participant43	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	SUB	1329599	0	2	175565	249	67	1858	705	886362	67	IMA		4.63119	166800	251	67	1858	664	886362	67	4.63101	205681	1686	83	5866	122	886362	921	211571	1734	92	5933	122	886345	938	0			0			510	892824	887283	413.08	268.42													
Recording3	Participant17	G8-1	E1-ST	1	E1-ST	IMA	281562	487620		115562	269	66	1358	430	0	209	IMA	IMA	5.74621	107914	266	66	1358	406	275	259	5.74785	142950	2166	66	43737	66	0	3567	145407	2203	83	43845	66	0	3567	0			0			239	14457	3567	232.44	255.05													
Recording3	Participant17	G8-1	E1-ST	1	E1-ST	SUB	281562	487620		67903	265	67	1125	256	3608	150	IMA	IMA	5.32379	65887	268	67	1125	246	3608	150	5.31846	76718	1023	67	5874	75	3608	150	79260	1057	75	5899	75	3567	192	0			0			134	3567	14457	255.05	232.44													
Recording3	Participant17	G8-1	E2-LC	1	E2-LC	IMA	269781	818755		71618	268	67	1183	447	0	190	SUB		4.93156	62363	260	67	1183	240	265	92	4.95146	86574	1419	67	16107	144	0	2798	88988	1459	100	16107	61	0	2798	0			0			142	3656	2798	101.39	76.39													
Recording3	Participant17	G8-1	E2-LC	1	E2-LC	SUB	269781	818755		132757	272	66	1325	521	2839	375	SUB		5.02988	116958	272	67	1325	430	2839	375	5.022	151178	1661	75	8265	138	2839	816	144120	1696	92	8316	85	2798	858	0			0			299	2798	3656	76.39	101.39													
Recording3	Participant17	G8-1	E3-SDH	1	E3-SDH	IMA	292826	127857		128560	265	21	1367	485	0	243	IMA	IMA	5.16295	114472	262	66	1367	437	418	92	5.17138	163880	2410	83	17673	88	0	2126	166473	2448	150	17723	68	0	2126	0			0			275	20983	2126	258.12	286.07													
Recording3	Participant17	G8-1	E3-SDH	1	E3-SDH	SUB	292826	127857		78946	243	66	1050	325	2185	175	IMA	IMA	5.15952	76513	244	66	1050	314	2185	175	5.15673	95858	1198	67	7783	90	2185	175	98747	1234	92	7791	80	2126	233	0			0			174	2126	20983	286.07	258.12													
Recording3	Participant17	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1130269	0	2	115562	269	66	1358	430	487620	209	SUB		5.74621	107914	266	66	1358	406	487895	259	5.74785	142950	2166	66	43737	66	487620	3567	145407	2203	83	43845	66	487620	3567	0			0			239	502077	491186	232.44	255.05													
Recording3	Participant17	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1130269	0	2	71618	268	67	1183	267	818755	190	SUB		4.93156	62363	260	67	1183	240	819019	92	4.95146	86574	1419	67	16107	61	818755	2798	88988	1459	100	16107	61	818755	2798	0			0			142	822410	821552	101.39	76.39													
Recording3	Participant17	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1130269	0	2	128560	265	21	1367	485	127857	243	SUB		5.16295	114472	262	66	1367	437	128275	92	5.17138	163880	2410	83	17673	68	127857	2126	166473	2448	150	17723	68	127857	2126	0			0			275	148840	129983	258.12	286.07													
Recording3	Participant17	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1130269	0	2	67903	265	67	1125	256	491228	150	SUB		5.32379	65887	268	67	1125	246	491228	150	5.31846	76718	1023	67	5874	75	491228	150	79260	1057	75	5899	75	491186	192	0			0			134	491186	502077	255.05	232.44													
Recording3	Participant17	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1130269	0	2	122757	272	66	1325	451	821594	375	SUB		5.02988	116958	272	67	1325	430	821594	375	5.022	141178	1661	75	8265	85	821594	816	144120	1696	92	8316	85	821552	858	0			0			299	821552	822410	76.39	101.39													
Recording3	Participant17	G8-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-ST,E2-LC,E3-SDH,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1130269	0	2	78946	243	66	1050	325	130041	175	SUB		5.15952	76513	244	66	1050	314	130041	175	5.15673	95858	1198	67	7783	80	130041	175	98747	1234	92	7791	80	129983	233	0			0			174	129983	148840	286.07	258.12													
Recording6	Participant35	G8-2	C1-ST	1	C1-ST	IMA	323637	813451		215045	352	67	2975	611	887	141	IMA		4.11145	199233	360	67	2975	554	1111	108	4.11999	243809	3086	217	26947	79	887	4599	246624	3122	217	26964	79	887	4599	0			0			395	11976	10443	295.78	305.05													
Recording6	Participant35	G8-2	C1-ST	1	C1-ST	SUB	323637	813451		59938	264	67	1092	227	10485	158	IMA		4.15037	56663	262	67	1092	216	10485	158	4.15112	65694	853	133	2967	77	10485	1492	69060	897	192	3000	77	10443	1533	0			0			130	10443	11976	305.05	295.78													
Recording6	Participant35	G8-2	C2-LC	1	C2-LC	IMA	314322	45534		181770	476	48	6191	382	0	81	IMA	IMA	4.26439	158111	449	66	3941	352	139	192	4.26782	195126	2439	142	94124	80	0	5955	198068	2476	167	94190	80	0	5955	0			0			252	7705	5955	293.9	292.91													
Recording6	Participant35	G8-2	C2-LC	1	C2-LC	SUB	314322	45534		99299	329	67	4908	302	5997	116	IMA	IMA	4.33357	87733	323	67	4908	272	5997	116	4.32848	109947	1276	175	8833	83	5997	1708	109369	1318	225	8849	83	5955	1750	0			0			200	5955	7705	292.91	293.9													
Recording6	Participant35	G8-2	C3-SDH	1	C3-SDH	IMA	350632	418661		148148	347	66	2325	427	1780	200	IMA	IMA	3.85864	130680	353	66	2325	370	1780	200	3.876	159727	1094	67	5708	160	1780	200	165361	1133	83	5766	146	1764	216	0			0			224	2514	1980	388.86	440.65													
Recording6	Participant35	G8-2	C3-SDH	1	C3-SDH	SUB	350632	418661		147248	277	66	4224	531	2022	208	IMA	IMA	3.95198	130417	268	67	4224	487	2022	208	3.95229	163385	1127	142	9633	159	2022	492	170634	1177	192	9633	145	1980	533	0			0			349	1980	2514	440.65	388.86													
Recording6	Participant35	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	IMA	1184994	0	2	215045	352	67	2975	611	814337	141	IMA		4.11145	199233	360	67	2975	554	814562	108	4.11999	243809	3086	217	26947	79	814337	4599	246624	3122	217	26964	79	814337	4599	0			0			395	825427	823894	295.78	305.05													
Recording6	Participant35	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	IMA	1184994	0	2	181770	476	48	6191	382	45534	81	IMA		4.26439	158111	449	66	3941	352	45673	192	4.26782	195126	2439	142	94124	80	45534	5955	198068	2476	167	94190	80	45534	5955	0			0			252	53239	51489	293.9	292.91													
Recording6	Participant35	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	IMA	1184994	0	2	148148	347	66	2325	427	420441	200	IMA		3.85864	130680	353	66	2325	370	420441	200	3.876	159727	1094	67	5708	146	420441	200	165361	1133	83	5766	146	420425	216	0			0			224	421175	420642	388.86	440.65													
Recording6	Participant35	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	SUB	1184994	0	2	59938	264	67	1092	227	823936	158	IMA		4.15037	56663	262	67	1092	216	823936	158	4.15112	65694	853	133	2967	77	823936	1492	69060	897	192	3000	77	823894	1533	0			0			130	823894	825427	305.05	295.78													
Recording6	Participant35	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	SUB	1184994	0	2	99299	329	67	4908	302	51531	116	IMA		4.33357	87733	323	67	4908	272	51531	116	4.32848	105947	1276	175	8833	83	51531	1708	109369	1318	225	8849	83	51489	1750	0			0			200	51489	53239	292.91	293.9													
Recording6	Participant35	G8-2	Entire Recording	1	AF1,AF2,AF3,C1-ST,C2-LC,C3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF,SD1	SUB	1184994	0	2	147248	277	66	4224	531	420683	208	IMA		3.95198	130417	268	67	4224	487	420683	208	3.95229	163385	1127	142	9633	145	420683	492	170634	1177	192	9633	145	420642	533	0			0			349	420642	421175	440.65	388.86													
Recording4	Participant17	G8-2	C1-ST	1	C1-ST	IMA	323620	441287		166282	293	66	1925	568	0	174	IMA	IMA	4.70315	144705	292	66	1925	495	249	300	4.73165	198383	2480	67	22898	80	0	5015	201426	2518	67	22906	80	0	5015	0			0			337	6124	5899	226.36	285.96													
Recording4	Participant17	G8-2	C1-ST	1	C1-ST	SUB	323620	441287		100189	310	66	1342	323	5099	558	IMA	IMA	4.74947	92391	310	66	1342	298	5099	558	4.74572	111573	1377	100	7558	81	5099	558	114972	1419	125	7583	81	5082	575	0			0			200	5899	6124	285.96	226.36													
Recording4	Participant17	G8-2	C2-LC	1	C2-LC	IMA	314255	805916		141525	329	38	1841	430	1332	233	IMA	IMA	4.87652	125446	323	67	1816	388	1332	233	4.90548	161722	1972	100	90132	82	1332	592	165064	2013	116	90182	82	1316	608	0			0			270	2266	1924	518.01	387.36													
Recording4	Participant17	G8-2	C2-LC	1	C2-LC	SUB	314255	805916		120418	294	67	1133	409	1032	67	IMA	IMA	4.64318	111793	293	67	1108	381	1032	67	4.6492	139036	1671	83	11349	82	1032	167	140994	1719	125	11357	82	1024	175	0			0			271	6065	16589	87.51	265.26													
Recording4	Participant17	G8-2	C3-SDH	1	C3-SDH	IMA	350665	47681		54538	237	67	1175	230	3	283	IMA	IMA	4.38006	47863	231	67	1175	207	3	283	4.37751	60920	669	67	4466	98	3	450	64515	709	83	4483	91	0	453	0			0			105	2978	3219	206.78	174.2													
Recording4	Participant17	G8-2	C3-SDH	1	C3-SDH	SUB	350665	47681		231882	313	67	2442	742	678	158	IMA	IMA	4.45084	222074	313	67	2442	710	678	158	4.45182	266653	2516	125	13215	116	678	2300	271428	2561	167	13232	106	661	2317	0			0			513	3219	2978	174.2	206.78													
