Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording7	Participant31	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1310887	0	1	116096	263	66	3158	442	620470	66	IMA		5.17205	96796	264	67	3158	366	621545	375	5.1852	139617	1862	68	12104	75	620470	358	142367	1898	85	12121	75	620436	392	0			0			202	620436	620828	58.23	170.59													
Recording7	Participant31	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1310887	0	1	126573	235	66	1358	539	215615	208	IMA		5.45989	101798	228	66	1317	446	215615	208	5.44662	165124	2847	75	30743	58	215615	208	166656	2873	125	30751	58	215549	275	0			0			219	215549	233355	388.25	208.48													
Recording2	Participant3	G3-2	C1-SDH	1	C1-SDH	IMA	323669	301031		135809	260	66	3800	522	0	169	IMA		4.42384	99988	243	66	1700	411	219	217	4.38114	213416	2964	67	23544	72	0	2986	214862	2984	67	23578	72	0	2986	0			0			183	36309	2986	315.61	186.44													
Recording2	Participant3	G3-2	C1-SDH	1	C1-SDH	SUB	323669	301031		27249	188	67	1608	145	3019	133	IMA		4.85311	23674	192	67	1608	123	3019	133	4.87375	40747	608	67	7124	80	3019	133	42737	638	83	7132	67	2986	167	0			0			19	2986	20252	186.44	39.83													
Recording2	Participant3	G3-2	C2-ST	1	C2-ST	IMA	314471	1388866		124398	264	67	2166	472	13	100	IMA	IMA	4.49499	91370	268	67	2166	341	13	100	4.49611	193905	2894	75	20411	67	13	5825	195377	2916	92	20428	67	0	5838	0			0			166	224743	13685	313.87	415.35													
Recording2	Participant3	G3-2	C2-ST	1	C2-ST	SUB	314471	1388866		24531	152	66	958	161	6846	125	IMA	IMA	4.52618	22248	157	67	958	142	6846	125	4.57463	39049	710	67	6122	55	6846	591	40481	736	75	6139	55	6830	608	0			0			38	13685	47236	415.35	37.26													
Recording2	Participant3	G3-2	C3-LC	1	C3-LC	IMA	353647	871218		147345	255	66	5758	578	565	325	IMA		4.32274	112777	251	66	1983	450	565	325	4.32943	216191	2184	83	15773	99	565	4050	218856	2211	100	15790	99	548	4066	0			0			215	118761	19566	212.43	232.15													
Recording2	Participant3	G3-2	C3-LC	1	C3-LC	SUB	353647	871218		15991	143	66	616	112	7718	75	IMA		4.66595	14832	141	66	616	105	7718	75	4.68531	24860	316	66	1675	66	7718	75	22990	348	67	1733	66	7701	92	0			0			23	25482	28240	262.9	42.29													
Recording2	Participant3	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	2027263	0	1	124398	264	67	2166	472	1388880	100	IMA		4.49499	91370	268	67	2166	341	1388880	100	4.49611	193905	2894	75	20411	67	1388880	5825	195380	2916	92	20428	67	1388863	5841	0			0			166	1613609	1402551	313.87	415.35													
Recording2	Participant3	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	2027263	0	1	135809	260	66	3800	522	301031	169	IMA		4.42384	99988	243	66	1700	411	301250	217	4.38114	213416	2964	67	23544	72	301031	2986	214862	2984	67	23578	72	301031	2986	0			0			183	337339	304017	315.61	186.44													
Recording2	Participant3	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	2027263	0	1	147345	255	66	5758	578	871783	325	IMA		4.32274	112777	251	66	1983	450	871783	325	4.32943	216191	2184	83	15773	99	871783	4050	218856	2211	100	15790	99	871766	4066	0			0			215	989979	890784	212.43	232.15													
Recording2	Participant3	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	2027263	0	1	24531	152	66	958	161	1395712	125	IMA		4.52618	22248	157	67	958	142	1395712	125	4.57463	39049	710	67	6122	55	1395712	591	40481	736	75	6139	55	1395696	608	0			0			38	1402551	1436103	415.35	37.26													
Recording2	Participant3	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	2027263	0	1	27249	188	67	1608	145	304050	133	IMA		4.85311	23674	192	67	1608	123	304050	133	4.87375	40747	608	67	7124	67	304050	133	42737	638	83	7132	67	304017	167	0			0			19	304017	321283	186.44	39.83													
Recording2	Participant3	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	2027263	0	1	15991	143	66	616	112	878937	75	IMA		4.66595	14832	141	66	616	105	878937	75	4.68531	20873	316	66	1675	66	878937	75	22990	348	67	1733	66	878920	92	0			0			23	896700	899458	262.9	42.29													
Recording1	Participant3	G3-1	E1-SDH	1	E1-SDH	IMA	281628	317733		81115	212	66	1125	383	0	100	IMA	IMA	5.2158	68041	206	66	1050	331	1250	158	5.20867	150007	2459	67	46095	73	0	4058	151782	2488	83	46112	61	0	4058	0			0			128	19990	4058	278.25	354.99													
Recording1	Participant3	G3-1	E1-SDH	1	E1-SDH	SUB	281628	317733		37904	148	66	533	256	4116	141	IMA	IMA	4.98609	35646	147	66	533	242	4116	141	4.99315	83167	1299	83	6874	77	4116	992	85516	1336	100	6916	64	4058	1050	0			0			57	4058	19990	354.99	278.25													
Recording1	Participant3	G3-1	E2-ST	1	E2-ST	IMA	270230	1497933		85456	178	66	1192	480	2128	175	SUB		4.82237	70684	180	66	1075	393	9923	133	4.85216	211016	6029	67	29481	35	2128	175	211791	6051	83	29497	35	2111	192	0			0			123		10831		444.88													
Recording1	Participant3	G3-1	E2-ST	1	E2-ST	SUB	270230	1497933		8616	131	66	383	66	8435	83	SUB		4.59023	7025	125	66	383	56	8435	83	4.68873	13079	409	75	1492	32	8435	1255	13794	431	75	1508	32	8360	1330	0			0			13	10831		444.88														
Recording1	Participant3	G3-1	E3-LC	1	E3-LC	IMA	291909	998182		53700	173	66	875	310	0	265	IMA		5.21645	43870	173	66	875	254	341	633	5.24016	197401	6807	67	103978	89	0	974	198251	6836	84	104037	29	0	974	0			0			75	1928		547.3														
Recording1	Participant3	G3-1	E3-LC	1	E3-LC	SUB	291909	998182		27614	105	66	217	261	116001	67	IMA		5.13264	7857	106	66	217	74	116001	67	5.11973	42783	1099	67	4641	104	116001	67	31420	1122	83	4658	28	115984	84	0			0			14		138190		81.06													
Recording1	Participant3	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	2013892	0	1	81115	212	66	1125	383	317733	100	SUB		5.2158	68041	206	66	1050	331	318983	158	5.20867	150007	2459	67	46095	61	317733	4058	151782	2488	83	46112	61	317733	4058	0			0			128	337723	321791	278.25	354.99													
Recording1	Participant3	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	2013892	0	1	85456	178	66	1192	480	1500061	175	SUB		4.82237	70684	180	66	1075	393	1507856	133	4.85216	211016	6029	67	29481	35	1500061	175	211791	6051	83	29497	35	1500045	192	0			0			123		1508765		444.88													
Recording1	Participant3	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	2013892	0	1	53700	173	66	875	310	998182	265	SUB		5.21645	43870	173	66	875	254	998523	633	5.24016	197401	6807	67	103978	29	998182	974	198251	6836	84	104037	29	998182	974	0			0			75	1000110		547.3														
Recording1	Participant3	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	2013892	0	1	37904	148	66	533	256	321849	141	SUB		4.98609	35646	147	66	533	242	321849	141	4.99315	83167	1299	83	6874	64	321849	992	85516	1336	100	6916	64	321791	1050	0			0			57	321791	337723	354.99	278.25													
Recording1	Participant3	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	2013892	0	1	8616	131	66	383	66	1506368	83	SUB		4.59023	7025	125	66	383	56	1506368	83	4.68873	13079	409	75	1492	32	1506368	1255	13794	431	75	1508	32	1506293	1330	0			0			13	1508765		444.88														
Recording1	Participant3	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	2013892	0	1	8616	105	66	217	82	1114183	67	SUB		5.13264	7857	106	66	217	74	1114183	67	5.11973	30769	1099	67	4641	28	1114183	67	31420	1122	83	4658	28	1114166	84	0			0			14		1136372		81.06													
Recording9	Participant32	G3-1	E1-SDH	1	E1-SDH	IMA	281545	455359		89500	324	67	2350	276	280	142	IMA		6.25971	84742	323	67	2350	262	464	83	6.26084	112089	1838	67	16215	61	280	2183	114298	1874	83	16232	61	239	2225	0			0			136	4488	3947	291	300.44													
Recording9	Participant32	G3-1	E1-SDH	1	E1-SDH	SUB	281545	455359		79809	596	75	5491	134	4005	200	IMA		6.17211	75593	600	75	5491	126	4005	200	6.17684	83382	1463	75	20356	71	4005	483	85282	1496	83	20373	57	3947	542	0			0			62	3947	4488	300.44	291													
Recording9	Participant32	G3-1	E2-ST	1	E2-ST	IMA	270247	74733		65998	274	67	2133	241	46	100	IMA	IMA	6.20501	56364	261	67	1225	216	46	100	6.23323	87403	1410	67	9999	62	46	8251	89867	1449	83	10057	62	0	8297	0			0			108	12572	8297	411.6	79.43													
Recording9	Participant32	G3-1	E2-ST	1	E2-ST	SUB	270247	74733		100460	342	67	3250	294	8331	217	IMA	IMA	6.23953	91802	339	67	3250	271	8331	217	6.23932	111439	1211	67	6283	92	8331	767	114821	1248	83	6341	92	8297	800	0			0			160	8297	24971	79.43	249.33													
Recording9	Participant32	G3-1	E3-LC	1	E3-LC	IMA	291826	814489		68672	337	67	1958	274	2799	108	SUB	SUB	5.9485	50614	318	67	1800	159	2799	108	5.95229	72993	1872	83	9124	115	2799	3125	74368	1907	100	9174	39	2783	3141	0			0			83	6174	5924	401.14	156.57													
Recording9	Participant32	G3-1	E3-LC	1	E3-LC	SUB	291826	814489		91324	405	66	6233	251	5957	217	SUB	SUB	6.14786	63829	399	67	6233	160	5957	217	6.14899	87177	1446	67	21265	128	5957	217	77015	1481	91	21281	52	5924	250	0			0			92	5924	6174	156.57	401.14													
Recording9	Participant32	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1174351	0	3	89500	324	67	2350	276	455639	142	SUB		6.25971	84742	323	67	2350	262	455823	83	6.26084	112089	1838	67	16215	61	455639	2183	114298	1874	83	16232	61	455597	2225	0			0			136	459847	459306	291	300.44													
Recording9	Participant32	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1174351	0	3	65998	274	67	2133	241	74780	100	SUB		6.20501	56364	261	67	1225	216	74780	100	6.23323	87403	1410	67	9999	62	74780	8251	89879	1450	83	10057	62	74722	8309	0			0			108	87305	83031	411.6	79.43													
Recording9	Participant32	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1174351	0	3	58672	337	67	1958	174	817288	108	SUB		5.9485	50614	318	67	1800	159	817288	108	5.95229	72993	1872	83	9124	39	817288	3125	74368	1907	100	9174	39	817271	3141	0			0			83	820663	820413	401.14	156.57													
Recording9	Participant32	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1174351	0	3	79809	596	75	5491	134	459364	200	SUB		6.17211	75593	600	75	5491	126	459364	200	6.17684	83382	1463	75	20356	57	459364	483	85282	1496	83	20373	57	459306	542	0			0			62	459306	459847	300.44	291													
Recording9	Participant32	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1174351	0	3	100460	342	67	3250	294	83064	217	SUB		6.23953	91802	339	67	3250	271	83064	217	6.23932	111439	1211	67	6283	92	83064	767	114821	1248	83	6341	92	83031	800	0			0			160	83031	99704	79.43	249.33													
Recording9	Participant32	G3-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1174351	0	3	69334	405	66	6233	171	820446	217	SUB		6.14786	63829	399	67	6233	160	820446	217	6.14899	75173	1446	67	21265	52	820446	217	77015	1481	91	21281	52	820413	250	0			0			92	820413	820663	156.57	401.14													
Recording4	Participant12	G3-2	C1-SDH	1	C1-SDH	IMA	323636	854756		168472	248	66	1058	680	4565	92	IMA	IMA	4.08011	131609	241	66	1058	545	4565	92	4.08652	219163	2192	67	18965	100	4565	1000	222818	2228	83	18973	100	4549	1016	0			0			342	13931	5565	364.43	210.28													
Recording4	Participant12	G3-2	C1-SDH	1	C1-SDH	SUB	323636	854756		58625	185	67	634	317	5607	200	IMA	IMA	4.09379	49361	186	67	634	265	5607	200	4.10304	71711	724	75	4142	114	5607	542	76085	769	141	4167	99	5565	584	0			0			163	5565	13931	210.28	364.43													
Recording4	Participant12	G3-2	C2-ST	1	C2-ST	IMA	314472	464333		104045	245	67	941	424	1276	67	SUB		3.9921	76440	247	67	941	310	1276	67	4.01085	151471	1515	75	24074	100	1276	2808	155561	1556	92	24133	100	1268	2816	0			0			183	4526	4084	427.93	300.98													
Recording4	Participant12	G3-2	C2-ST	1	C2-ST	SUB	314472	464333		98574	207	67	850	477	4134	108	SUB		3.82347	81983	207	67	850	397	4134	108	3.82918	137274	1387	108	9307	99	4134	391	141547	1430	133	9341	99	4084	442	0			0			260	4084	4526	300.98	427.93													
Recording4	Participant12	G3-2	C3-LC	1	C3-LC	IMA	353681	49264		122157	211	66	1017	578	198	208	IMA	IMA	3.91955	96374	217	67	808	444	431	133	3.91709	155679	738	75	7732	211	198	6541	164902	782	133	7766	211	148	6591	0			0			230	7647	6739	391.7	375.69													
Recording4	Participant12	G3-2	C3-LC	1	C3-LC	SUB	353681	49264		129118	208	66	792	620	6797	133	IMA	IMA	3.87395	112028	209	66	733	536	6797	133	3.87492	155968	724	66	5333	210	6797	850	161491	769	83	5349	210	6739	908	0			0			335	6739	7647	375.69	391.7													
Recording4	Participant12	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1233617	0	2	104045	245	67	941	424	465609	67	IMA		3.9921	76440	247	67	941	310	465609	67	4.01085	151471	1515	75	24074	100	465609	2808	155561	1556	92	24133	100	465601	2816	0			0			183	468859	468417	427.93	300.98													
Recording4	Participant12	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1233617	0	2	168472	248	66	1058	680	859321	92	IMA		4.08011	131609	241	66	1058	545	859321	92	4.08652	219163	2192	67	18965	100	859321	1000	222818	2228	83	18973	100	859305	1016	0			0			342	868687	860321	364.43	210.28													
Recording4	Participant12	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1233617	0	2	122157	211	66	1017	578	49462	208	IMA		3.91955	96374	217	67	808	444	49695	133	3.91709	155679	738	75	7732	211	49462	6541	164902	782	133	7766	211	49412	6591	0			0			230	56911	56003	391.7	375.69													
Recording4	Participant12	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1233617	0	2	98574	207	67	850	477	468467	108	IMA		3.82347	81983	207	67	850	397	468467	108	3.82918	137274	1387	108	9307	99	468467	391	141547	1430	133	9341	99	468417	442	0			0			260	468417	468859	300.98	427.93													
Recording4	Participant12	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1233617	0	2	58625	185	67	634	317	860363	200	IMA		4.09379	49361	186	67	634	265	860363	200	4.10304	71711	724	75	4142	99	860363	542	76085	769	141	4167	99	860321	584	0			0			163	860321	868687	210.28	364.43													
Recording4	Participant12	G3-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1233617	0	2	129118	208	66	792	620	56061	133	IMA		3.87395	112028	209	66	733	536	56061	133	3.87492	151969	724	66	5333	210	56061	850	161491	769	83	5349	210	56003	908	0			0			335	56003	56911	375.69	391.7													
Recording8	Participant31	G3-2	C1-SDH	1	C1-SDH	IMA	323670	51593		158954	440	66	4974	361	9	167	IMA	IMA	4.73728	124390	447	66	4974	278	9	167	4.74088	174578	1819	83	14807	96	9	2308	178444	1859	91	14832	96	0	2317	0			0			203	11499	2317	181.18	202.13													
Recording8	Participant31	G3-2	C1-SDH	1	C1-SDH	SUB	323670	51593		121958	366	66	3716	333	6117	267	IMA	IMA	4.93317	102234	354	66	2750	289	10516	283	4.92354	132115	1452	100	9316	106	6117	433	135778	1492	100	9366	91	6091	458	0			0			201	6091	11499	72.6	181.18													
Recording8	Participant31	G3-2	C2-ST	1	C2-ST	IMA	314505	849253		115041	353	66	2508	326	3527	283	IMA		4.16253	94203	353	67	2508	267	4035	159	4.191	139123	1697	67	35455	82	3527	817	142436	1737	92	35488	82	3477	867	0			0			173	7243	4343	262.77	367.62													
Recording8	Participant31	G3-2	C2-ST	1	C2-ST	SUB	314505	849253		128652	309	67	1550	416	4518	275	IMA		4.08343	118547	310	67	1550	383	4518	275	4.07825	146228	1741	133	12591	84	4518	275	149344	1778	175	12615	84	4502	292	0			0			273	4502	7243	34.37	262.77													
Recording8	Participant31	G3-2	C3-LC	1	C3-LC	IMA	353664	445599		77836	435	67	7066	179	2513	100	IMA	IMA	4.47832	67038	433	67	7066	155	3559	458	4.50137	88063	955	125	18306	88	2513	4179	87922	999	158	18356	88	2513	4179	0			0			76	9175	6691	377.82	165.37													
Recording8	Participant31	G3-2	C3-LC	1	C3-LC	SUB	353664	445599		236871	507	66	6033	467	6709	433	IMA	IMA	4.37447	200385	489	66	6033	410	6709	433	4.36323	256968	2874	150	29597	88	6709	2466	256364	2913	183	29664	88	6691	2483	0			0			314	6691	9175	165.37	377.82													
