Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording6	Participant19	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	SUB	1178141	0	1	151111	267	67	1808	566	46911	124	IMA		4.73574	127781	268	67	1808	477	53659	92	4.73378	163418	1041	124	3850	157	46911	124	170876	1088	124	3883	157	46911	124	0			0			351	53601	60984	483.05	397.43													
Recording6	Participant19	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	SUB	1178141	0	1	119485	274	66	983	436	831013	108	IMA		4.65066	105106	273	66	983	385	831013	108	4.64902	136068	1601	150	10366	85	831013	1108	140233	1650	192	10408	85	830972	1150	0			0			298	830972	832121	298.41	214.29													
Recording5	Participant19	G1-1	E1-SDH	1	E1-SDH	IMA	281561	82844		132049	334	66	1833	395	192	150	IMA	IMA	5.26724	104308	321	67	1350	325	192	150	5.2632	150371	1856	67	14574	96	192	3958	153424	1894	84	14574	81	159	3991	0			0			234	4850	4150	242.76	301.56													
Recording5	Participant19	G1-1	E1-SDH	1	E1-SDH	SUB	281561	82844		95380	264	67	1275	361	0	150	IMA	IMA	5.2608	80289	262	67	1275	306	4200	150	5.25164	112961	1448	133	10007	93	0	150	116696	1496	150	10057	78	0	150	0			0			229	4150	4850	301.56	242.76													
Recording5	Participant19	G1-1	E2-ST	1	E2-ST	IMA	270214	456871		118705	298	65	1683	399	2210	175	IMA	IMA	5.02443	99653	298	67	1683	334	2401	83	5.0337	133580	1468	125	10890	91	2210	275	137530	1511	167	10949	91	2210	275	0			0			246	2918	2484	404.43	430.21													
Recording5	Participant19	G1-1	E2-ST	1	E2-ST	SUB	270214	456871		101649	243	67	775	419	4476	317	IMA	IMA	5.03803	93800	244	67	775	384	4476	317	5.03566	114797	1262	92	8066	91	4476	317	118592	1303	100	8133	91	4451	342	0			0			296	4451	4793	113.82	95.77													
Recording5	Participant19	G1-1	E3-LC	1	E3-LC	IMA	291859	784057		109594	302	75	2116	435	1768	217	IMA	IMA	4.83991	112919	299	75	1400	378	1768	217	4.83433	116203	2235	125	18765	130	1768	5516	157179	2278	158	18765	69	1718	5566	0			0			313	22682	7284	497.8	209													
Recording5	Participant19	G1-1	E3-LC	1	E3-LC	SUB	291859	784057		133559	274	67	1800	507	22307	75	IMA	IMA	5.01917	96409	269	67	833	359	22307	75	5.00962	138003	1881	125	19639	123	22307	375	128921	1924	167	19665	67	22266	417	0			0			286	22266	22682	303.86	497.8													
Recording5	Participant19	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1148961	0	1	118705	298	65	1683	399	459080	175	IMA		5.02443	99653	298	67	1683	334	459272	83	5.0337	133580	1468	125	10890	91	459080	275	137530	1511	167	10949	91	459080	275	0			0			246	459789	459355	404.43	430.21													
Recording5	Participant19	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1148961	0	1	132049	334	66	1833	395	83036	150	IMA		5.26724	104308	321	67	1350	325	83036	150	5.2632	150371	1856	67	14574	81	83036	3958	153424	1894	84	14574	81	83003	3991	0			0			234	87694	86994	242.76	301.56													
Recording5	Participant19	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1148961	0	1	137613	302	75	2116	455	785824	217	IMA		4.83991	112919	299	75	1400	378	785824	217	4.83433	154207	2235	125	18765	69	785824	5516	157179	2278	158	18765	69	785774	5566	0			0			313	806739	791340	497.8	209													
Recording5	Participant19	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1148961	0	1	101649	243	67	775	419	461346	317	IMA		5.03803	93800	244	67	775	384	461346	317	5.03566	114797	1262	92	8066	91	461346	317	118592	1303	100	8133	91	461322	342	0			0			296	461322	461663	113.82	95.77													
Recording5	Participant19	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1148961	0	1	95380	264	67	1275	361	82844	150	IMA		5.2608	80289	262	67	1275	306	87045	150	5.25164	112961	1448	133	10007	78	82844	150	116696	1496	150	10057	78	82844	150	0			0			229	86994	87694	301.56	242.76													
Recording5	Participant19	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1148961	0	1	111583	274	67	1800	407	806364	75	IMA		5.01917	96409	269	67	833	359	806364	75	5.00962	126004	1881	125	19639	67	806364	375	128921	1924	167	19665	67	806322	417	0			0			286	806322	806739	303.86	497.8													
Recording3	Participant10	G1-1	E1-SDH	1	E1-SDH	IMA	281528	770376		152859	312	66	6666	490	81	108	IMA	IMA	5.81672	150375	312	66	6666	482	264	467	5.81553	173058	1505	92	20181	83	81	650	178116	1549	117	20240	115	73	658	0			0			327	1564	2039	415	328.36													
Recording3	Participant10	G1-1	E1-SDH	1	E1-SDH	SUB	281528	770376		52711	273	75	1033	193	1098	133	IMA	IMA	5.87714	52044	272	75	1033	191	1098	133	5.87614	55211	480	83	1941	84	1098	133	60127	523	142	1983	115	1031	200	0			0			74	2039	2264	328.36	141.79													
Recording3	Participant10	G1-1	E2-ST	1	E2-ST	IMA	270230	96209		146451	288	67	4875	508	0	158	IMA	IMA	6.09618	141936	287	67	4875	495	499	242	6.09612	166590	1960	108	11649	85	0	1382	170657	2008	142	11707	85	0	1382	0			0			357	1766	1382	341.54	263.96													
Recording3	Participant10	G1-1	E2-ST	1	E2-ST	SUB	270230	96209		78691	301	67	1292	261	4682	708	IMA	IMA	6.08498	76641	299	67	1292	256	4682	708	6.08532	84374	1029	108	5558	82	4682	708	88133	1075	158	5574	82	4632	758	0			0			161	4632	5390	233.98	352.24													
Recording3	Participant10	G1-1	E3-LC	1	E3-LC	IMA	291842	420562		95356	278	67	2183	288	336	108	IMA		5.98203	105131	274	67	2008	384	336	108	5.98385	114677	1327	67	8408	104	336	1576	136912	1369	100	8416	100	327	1584	0			0			235	2249	1911	321.38	256.28													
Recording3	Participant10	G1-1	E3-LC	1	E3-LC	SUB	291842	420562		127824	303	67	5483	422	4190	192	IMA		5.98535	113622	302	67	5483	376	4190	192	5.98708	137765	1462	75	12140	96	4190	192	129329	1504	100	12174	86	4140	242	0			0			272	4140	10665	199.67	124.81													
Recording3	Participant10	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1143003	0	2	146451	288	67	4875	508	96209	158	IMA		6.09618	141936	287	67	4875	495	96708	242	6.09612	166590	1960	108	11649	85	96209	1382	170657	2008	142	11707	85	96209	1382	0			0			357	97975	97592	341.54	263.96													
Recording3	Participant10	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1143003	0	2	152859	312	66	6666	490	770457	108	IMA		5.81672	150375	312	66	6666	482	770640	467	5.81553	173058	1505	92	20181	115	770457	650	178116	1549	117	20240	115	770449	658	0			0			327	771940	772415	415	328.36													
Recording3	Participant10	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1143003	0	2	113347	278	67	2183	408	420897	108	IMA		5.98203	105131	274	67	2008	384	420897	108	5.98385	132670	1327	67	8408	100	420897	1576	136912	1369	100	8416	100	420889	1584	0			0			235	422811	422473	321.38	256.28													
Recording3	Participant10	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1143003	0	2	78691	301	67	1292	261	100891	708	IMA		6.08498	76641	299	67	1292	256	100891	708	6.08532	84374	1029	108	5558	82	100891	708	88133	1075	158	5574	82	100841	758	0			0			161	100841	101600	233.98	352.24													
Recording3	Participant10	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1143003	0	2	52711	273	75	1033	193	771473	133	IMA		5.87714	52044	272	75	1033	191	771473	133	5.87614	55211	480	83	1941	115	771473	133	60127	523	142	1983	115	771407	200	0			0			74	772415	772640	328.36	141.79													
Recording3	Participant10	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1143003	0	2	115805	303	67	5483	382	424752	192	IMA		5.98535	113622	302	67	5483	376	424752	192	5.98708	125771	1462	75	12140	86	424752	192	129329	1504	100	12174	86	424702	242	0			0			272	424702	431226	199.67	124.81													
Recording10	Participant22	G1-2	C1-SDH	1	C1-SDH	IMA	323636	913738		144796	203	66	1117	715	11818	131	IMA	IMA	3.0984	120990	202	66	1117	600	12075	275	3.11966	211279	2780	75	19023	90	11818	532	213220	2806	92	19073	76	11818	532	0			0			289	14624	12349	119.48	172.85													
Recording10	Participant22	G1-2	C1-SDH	1	C1-SDH	SUB	323636	913738		55284	165	39	658	335	11186	39	IMA	IMA	3.32401	50389	168	66	658	300	12391	259	3.35124	74813	984	39	4533	88	11186	39	77581	1021	39	4550	76	11186	39	0			0			126	12349	14624	172.85	119.48													
Recording10	Participant22	G1-2	C2-ST	1	C2-ST	IMA	314488	508151		133472	243	16	1667	550	0	63	IMA	IMA	2.97548	115945	249	66	1667	465	530	142	3.00207	171496	1786	75	25822	96	0	671	174377	1816	92	25864	96	0	671	0			0			214	4779	4329	248.67	219.2													
Recording10	Participant22	G1-2	C2-ST	1	C2-ST	SUB	314488	508151		73078	162	66	683	450	4371	408	IMA	IMA	2.98423	52280	163	66	683	320	4371	408	3.05178	107982	1149	75	7141	94	4371	408	110590	1176	75	7191	94	4329	450	0			0			111	4329	4779	219.2	248.67													
Recording10	Participant22	G1-2	C3-LC	1	C3-LC	IMA	353664	102414		144886	230	58	2033	631	0	58	IMA	IMA	2.90669	125521	230	66	2033	546	125	308	2.92365	203190	1581	67	13623	126	0	6866	203279	1613	83	13649	126	0	6866	0			0			260	14032	6866	244.1	278.1													
Recording10	Participant22	G1-2	C3-LC	1	C3-LC	SUB	353664	102414		74215	168	66	608	443	6932	483	IMA	IMA	3.09281	55467	172	66	608	322	6932	483	3.18081	104466	804	67	4566	125	6932	1483	103837	831	92	4566	125	6866	1550	0			0			136	6866	14032	278.1	244.1													
Recording10	Participant22	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	IMA	1326191	0	Escape	144796	203	66	1117	715	925556	131	IMA		3.0984	120990	202	66	1117	600	925812	275	3.11966	211279	2780	75	19023	76	925556	532	213220	2806	92	19073	76	925556	532	0			0			289	928362	926087	119.48	172.85													
Recording10	Participant22	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	IMA	1326191	0	Escape	144886	230	58	2033	631	102414	58	IMA		2.90669	125521	230	66	2033	546	102539	308	2.92365	199183	1581	67	13623	126	102414	6866	203279	1613	83	13649	126	102414	6866	0			0			260	116446	109280	244.1	278.1													
Recording10	Participant22	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	IMA	1326191	0	Escape	133472	243	16	1667	550	508151	63	IMA		2.97548	115945	249	66	1667	465	508681	142	3.00207	171496	1786	75	25822	96	508151	671	174377	1816	92	25864	96	508151	671	0			0			214	512930	512480	248.67	219.2													
Recording10	Participant22	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	SUB	1326191	0	Escape	55284	165	39	658	335	924924	39	IMA		3.32401	50389	168	66	658	300	926129	259	3.35124	74813	984	39	4533	76	924924	39	77581	1021	39	4550	76	924924	39	0			0			126	926087	928362	172.85	119.48													
Recording10	Participant22	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	SUB	1326191	0	Escape	74215	168	66	608	443	109347	483	IMA		3.09281	55467	172	66	608	322	109347	483	3.18081	100471	804	67	4566	125	109347	1483	103837	831	92	4566	125	109280	1550	0			0			136	109280	116446	278.1	244.1													
Recording10	Participant22	G1-2	Entire Recording	1	AF1,AF2,AF3,C1-SDH,C2-ST,C3-LC,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD	SUB	1326191	0	Escape	73078	162	66	683	450	512522	408	IMA		2.98423	52280	163	66	683	320	512522	408	3.05178	107982	1149	75	7141	94	512522	408	110590	1176	75	7191	94	512480	450	0			0			111	512480	512930	219.2	248.67													
Recording9	Participant22	G1-1	E1-SDH	1	E1-SDH	IMA	281595	71920		136318	236	66	1291	577	0	209	IMA	IMA	3.01542	115172	229	66	1291	503	526	767	3.02442	188947	2999	67	22464	77	0	4267	190763	3028	83	22481	63	0	4267	0			0			207	25765	25306	301.03	207.54													
Recording9	Participant22	G1-1	E1-SDH	1	E1-SDH	SUB	281595	71920		43337	164	66	892	265	4375	108	IMA	IMA	3.17595	39613	164	66	892	241	4375	108	3.19237	66293	1069	67	8849	77	4375	4575	68285	1101	67	8899	62	4358	4591	0			0			70	25306	25765	207.54	301.03													
Recording9	Participant22	G1-1	E2-ST	1	E2-ST	IMA	270214	752586		99066	195	66	800	507	0	139	IMA	IMA	2.9222	74777	194	66	800	385	223	66	2.94395	152419	1713	75	12257	89	0	4622	154894	1740	83	12291	89	0	4622	0			0			151	9955	5780	226.55	215.63													
Recording9	Participant22	G1-1	E2-ST	1	E2-ST	SUB	270214	752586		42332	132	66	391	321	4813	158	IMA	IMA	2.98653	35532	131	66	391	272	4813	158	3.01767	72770	809	67	3608	90	4813	158	75424	838	92	3616	90	4805	167	0			0			65	5780	9955	215.63	226.55													
Recording9	Participant22	G1-1	E3-LC	1	E3-LC	IMA	291876	410320		113301	190	66	1283	712	0	124	IMA		2.8867	79080	182	66	1025	434	615	84	2.92957	163128	1989	66	24071	156	0	24071	153124	2015	75	24071	76	0	24071	0			0			180	65234	26146	224.79	385.18													
Recording9	Participant22	G1-1	E3-LC	1	E3-LC	SUB	291876	410320		71128	136	66	475	523	24346	92	IMA		3.11218	45276	137	66	475	330	24346	92	3.15114	112653	1290	67	15332	154	24346	92	103056	1321	75	15390	78	24288	150	0			0			96	26146	65234	385.18	224.79													
Recording9	Participant22	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1095343	0	F1	99066	195	66	800	507	752586	139	IMA		2.9222	74777	194	66	800	385	752809	66	2.94395	152419	1713	75	12257	89	752586	4622	154894	1740	83	12291	89	752586	4622	0			0			151	762541	758366	226.55	215.63													
Recording9	Participant22	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1095343	0	F1	136318	236	66	1291	577	71920	209	IMA		3.01542	115172	229	66	1291	503	72445	767	3.02442	188947	2999	67	22464	63	71920	4267	190763	3028	83	22481	63	71920	4267	0			0			207	97684	97226	301.03	207.54													
Recording9	Participant22	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	IMA	1095343	0	F1	101334	190	66	1283	532	410320	124	IMA		2.8867	79080	182	66	1025	434	410935	84	2.92957	151147	1989	66	24071	76	410320	24071	153124	2015	75	24071	76	410320	24071	0			0			180	475554	436466	224.79	385.18													
Recording9	Participant22	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1095343	0	F1	42332	132	66	391	321	757399	158	IMA		2.98653	35532	131	66	391	272	757399	158	3.01767	72770	809	67	3608	90	757399	158	75424	838	92	3616	90	757391	167	0			0			65	758366	762541	215.63	226.55													
Recording9	Participant22	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1095343	0	F1	43337	164	66	892	265	76295	108	IMA		3.17595	39613	164	66	892	241	76295	108	3.19237	66293	1069	67	8849	62	76295	4575	68285	1101	67	8899	62	76278	4591	0			0			70	97226	97684	207.54	301.03													
Recording9	Participant22	G1-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-SDH,E2-ST,E3-LC,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,langguage,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD	SUB	1095343	0	F1	52042	136	66	475	383	434666	92	IMA		3.11218	45276	137	66	475	330	434666	92	3.15114	100639	1290	67	15332	78	434666	92	103056	1321	75	15390	78	434608	150	0			0			96	436466	475554	385.18	224.79													
Recording7	Participant21	G1-1	E1-SDH	1	E1-SDH	IMA	281528	845125		130785	326	67	1183	401	2143	117	IMA	IMA	4.91075	116381	331	67	1183	352	2143	117	4.92119	156964	1764	108	19332	100	2143	325	160355	1802	150	19348	89	2101	367	0			0			198	4943	2468	491.7	400.13													
Recording7	Participant21	G1-1	E1-SDH	1	E1-SDH	SUB	281528	845125		78978	226	67	1225	349	2526	208	IMA	IMA	4.76724	75179	228	67	1225	330	2526	208	4.7685	97242	1024	67	3441	105	2526	208	100742	1060	92	3483	95	2468	267	0			0			183	2468	2734	400.13	119.52													
Recording7	Participant21	G1-1	E2-ST	1	E2-ST	IMA	270314	131598		113668	281	67	1383	404	7	183	SUB	SUB	4.96995	96778	277	67	1383	350	7	183	4.97189	141870	1364	100	11124	104	7	900	145528	1399	117	11190	104	0	907	0			0			191	1390	907	397.69	327.89													
Recording7	Participant21	G1-1	E2-ST	1	E2-ST	SUB	270314	131598		83307	235	66	1150	355	949	442	SUB	SUB	4.98157	76498	236	66	1150	324	949	442	4.98461	100249	920	83	3999	109	949	442	104031	954	92	4033	109	907	483	0			0			190	907	1390	327.89	397.69													
Recording7	Participant21	G1-1	E3-LC	1	E3-LC	IMA	291843	492011		105581	307	67	1083	349	647	100	IMA	IMA	4.61034	94240	308	67	1083	306	1686	550	4.61644	103868	2837	75	25531	112	647	21720	143718	2874	92	25572	50	647	21720	0			0			206	23008	24900	338.03	204.96													
Recording7	Participant21	G1-1	E3-LC	1	E3-LC	SUB	291843	492011		116383	228	67	1167	511	22417	592	IMA	IMA	4.69138	92039	228	67	1167	404	22417	592	4.69199	133499	1687	67	10849	137	22417	592	123622	1717	92	10866	72	22409	600	0			0			267	24900	23008	204.96	338.03													
