Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording10	Participant46	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1281831	0	2	61687	254	66	942	243	455254	208	IMA		4.11797	53463	257	66	942	208	455254	208	4.13452	70794	874	66	4016	81	455254	208	74242	917	108	4066	81	455187	275	0			0			134	455187	455462	247.02	235.44													
Recording10	Participant46	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1281831	0	2	67237	186	66	1183	361	848178	83	IMA		3.85576	56471	186	66	1183	303	848178	83	3.84404	103625	810	75	3925	128	848178	1641	108625	849	92	3966	128	848169	1650	0			0			132	851144	933415	471.61	255.24													
Recording7	Participant40	G5-1	E1-LC	1	E1-LC	IMA	280278	534729		129015	336	67	2525	484	1001	250	IMA	IMA	3.6292	104587	322	67	2525	325	1001	250	3.63899	142899	2165	67	52303	139	1001	625	146248	2216	117	52336	66	943	683	0			0			250	2942	3309	407.22	347.75													
Recording7	Participant40	G5-1	E1-LC	1	E1-LC	SUB	280278	534729		135944	270	67	1100	509	1759	192	IMA	IMA	3.72188	105441	266	67	1100	397	1759	192	3.72142	138946	1923	92	12749	141	1759	675	130146	1972	117	12807	66	1742	692	0			0			326	2634	2434	418.19	100.78													
Recording7	Participant40	G5-1	E2-SDH	1	E2-SDH	IMA	270230	178033		133333	339	67	2042	393	0	193	SUB		3.40859	94954	318	67	2042	299	1476	133	3.41951	146359	1763	133	12874	108	0	1184	149452	1801	167	12915	83	0	1184	0			0			221	1443	3001	195.38	233.51													
Recording7	Participant40	G5-1	E2-SDH	1	E2-SDH	SUB	270230	178033		103005	248	67	1300	416	1343	100	SUB		3.55187	90774	251	75	1300	362	1668	333	3.55424	114963	1369	100	7282	98	1343	100	118338	1409	100	7341	84	1343	100	0			0			275	3001	1443	233.51	195.38													
Recording7	Participant40	G5-1	E3-ST	1	E3-ST	IMA	292809	892543		194534	280	66	5266	695	1173	200	IMA	IMA	3.36093	159914	284	66	5266	564	1173	200	3.36415	230141	2676	75	22631	86	1173	7882	233925	2720	117	22689	86	1147	7908	0			0			406	10005	9055	112.83	286.05													
Recording7	Participant40	G5-1	E3-ST	1	E3-ST	SUB	292809	892543		45294	199	67	925	228	9105	183	IMA	IMA	3.49474	39353	205	67	925	192	9730	275	3.51309	50245	598	100	1991	84	9105	183	53760	640	133	2058	84	9055	233	0			0			114	9055	10005	286.05	112.83													
Recording7	Participant40	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1257024	0	1	129015	336	67	2525	384	535730	250	IMA		3.6292	104587	322	67	2525	325	535730	250	3.63899	142899	2165	67	52303	66	535730	625	146248	2216	117	52336	66	535672	683	0			0			250	537672	538038	407.22	347.75													
Recording7	Participant40	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1257024	0	1	194534	280	66	5266	695	893715	200	IMA		3.36093	159914	284	66	5266	564	893715	200	3.36415	230141	2676	75	22631	86	893715	7882	233925	2720	117	22689	86	893690	7908	0			0			406	902547	901598	112.83	286.05													
Recording7	Participant40	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1257024	0	1	133333	339	67	2042	393	178033	193	IMA		3.40859	94954	318	67	2042	299	179509	133	3.41951	146359	1763	133	12874	83	178033	1184	149452	1801	167	12915	83	178033	1184	0			0			221	179476	181034	195.38	233.51													
Recording7	Participant40	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1257024	0	1	115966	270	67	1100	429	536489	192	IMA		3.72188	105441	266	67	1100	397	536489	192	3.72142	126946	1923	92	12749	66	536489	675	130146	1972	117	12807	66	536472	692	0			0			326	537363	537164	418.19	100.78													
Recording7	Participant40	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1257024	0	1	45294	199	67	925	228	901648	183	IMA		3.49474	39353	205	67	925	192	902273	275	3.51309	50245	598	100	1991	84	901648	183	53760	640	133	2058	84	901598	233	0			0			114	901598	902547	286.05	112.83													
Recording7	Participant40	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1257024	0	1	103005	248	67	1300	416	179376	100	IMA		3.55187	90774	251	75	1300	362	179700	333	3.55424	114963	1369	100	7282	84	179376	100	118338	1409	100	7341	84	179376	100	0			0			275	181034	179476	233.51	195.38													
Recording8	Participant40	G5-2	C1-LC	1	C1-LC	IMA	322320	948688		228327	297	66	2758	769	1138	191	IMA	IMA	3.42017	180191	303	67	2533	594	1138	191	3.42972	270905	3926	133	43387	69	1138	191	273853	3969	158	43454	69	1129	200	0			0			444	9345	10637	220.13	257.69													
Recording8	Participant40	G5-2	C1-LC	1	C1-LC	SUB	322320	948688		36041	239	66	2225	151	1696	233	IMA	IMA	3.52931	29083	231	66	1167	126	1696	233	3.5203	43123	584	100	3625	67	1696	383	41298	616	117	3658	67	1679	400	0			0			66	1679	9345	49.26	220.13													
Recording8	Participant40	G5-2	C2-SDH	1	C2-SDH	IMA	314488	575778		163033	323	66	1941	504	1115	442	IMA	IMA	3.44055	144063	319	66	1941	451	1115	442	3.4511	180170	1553	75	14532	126	1115	2825	185486	1599	92	14549	116	1099	2841	0			0			295	5782	6723	219.39	553.27													
Recording8	Participant40	G5-2	C2-SDH	1	C2-SDH	SUB	314488	575778		101299	229	66	883	443	4190	292	IMA	IMA	3.52459	88502	235	66	883	376	4190	292	3.54969	116254	1011	125	3866	129	4190	1592	120964	1052	141	3933	115	4173	1608	0			0			249	6723	5782	553.27	219.39													
Recording8	Participant40	G5-2	C3-ST	1	C3-ST	IMA	350681	153677		182057	281	33	2117	647	1176	317	IMA	IMA	3.20572	143552	276	66	1825	521	3001	192	3.21634	210336	1384	83	8916	152	1176	583	216476	1424	108	8957	152	1176	583	0			0			307	2951	3193	349.81	292.8													
Recording8	Participant40	G5-2	C3-ST	1	C3-ST	SUB	350681	153677		100991	226	66	2000	447	0	68	IMA	IMA	3.36947	74268	232	66	2000	320	585	158	3.39676	113144	740	67	4450	153	0	68	118409	774	67	4450	153	0	68	0			0			202	535	2951	314.23	349.81													
Recording8	Participant40	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1335862	0	2	163033	323	66	1941	504	576893	442	IMA		3.44055	144063	319	66	1941	451	576893	442	3.4511	180170	1553	75	14532	116	576893	2825	185486	1599	92	14549	116	576877	2841	0			0			295	581559	582501	219.39	553.27													
Recording8	Participant40	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1335862	0	2	228327	297	66	2758	769	949825	191	IMA		3.42017	180191	303	67	2533	594	949825	191	3.42972	270905	3926	133	43387	69	949825	191	273853	3969	158	43454	69	949817	200	0			0			444	958033	959324	220.13	257.69													
Recording8	Participant40	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1335862	0	2	182057	281	33	2117	647	154853	317	IMA		3.20572	143552	276	66	1825	521	156678	192	3.21634	210336	1384	83	8916	152	154853	583	216476	1424	108	8957	152	154853	583	0			0			307	156628	156870	349.81	292.8													
Recording8	Participant40	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1335862	0	2	101299	229	66	883	443	579968	292	IMA		3.52459	88502	235	66	883	376	579968	292	3.54969	116254	1011	125	3866	115	579968	1592	120964	1052	141	3933	115	579951	1608	0			0			249	582501	581559	553.27	219.39													
Recording8	Participant40	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1335862	0	2	36041	239	66	2225	151	950384	233	IMA		3.52931	29083	231	66	1167	126	950384	233	3.5203	39107	584	100	3625	67	950384	383	41298	616	117	3658	67	950367	400	0			0			66	950367	958033	49.26	220.13													
Recording8	Participant40	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1335862	0	2	100991	226	66	2000	447	153677	68	IMA		3.36947	74268	232	66	2000	320	154262	158	3.39676	113144	740	67	4450	153	153677	68	118409	774	67	4450	153	153677	68	0			0			202	154212	156628	314.23	349.81													
Recording5	Participant28	G5-1	E1-LC	1	E1-LC	IMA	280278	63351		96399	291	66	2467	431	3	192	IMA		5.8594	79094	295	67	2467	268	3	192	5.89859	121246	2474	67	17340	49	3	10641	122599	2502	75	17415	49	0	10644	0			0			145	11819	10644	406.83	151.51													
Recording5	Participant28	G5-1	E1-LC	1	E1-LC	SUB	280278	63351		126351	303	66	1933	417	10669	341	IMA		5.81493	66435	306	66	1933	217	10669	341	5.81707	97979	1178	66	5841	73	10669	1150	88199	1208	75	5891	73	10644	1175	0			0			138	10644	11819	151.51	406.83													
Recording5	Participant28	G5-1	E2-SDH	1	E2-SDH	IMA	270213	747332		69052	229	66	1867	302	0	150	SUB	SUB	5.25508	59628	230	66	1867	259	300	150	5.27301	85817	833	67	6774	103	0	1042	88498	859	92	6816	103	0	1042	0			0			98	6800	2358	199.37	272.81													
Recording5	Participant28	G5-1	E2-SDH	1	E2-SDH	SUB	270213	747332		53336	232	25	750	230	1317	233	SUB	SUB	5.31692	49912	232	67	750	215	1317	233	5.3178	60569	631	25	2208	96	1317	608	64011	667	41	2258	96	1300	625	0			0			103	2358	6800	272.81	199.37													
Recording5	Participant28	G5-1	E3-ST	1	E3-ST	IMA	292809	419381		144209	268	66	1983	538	0	373	SUB		5.18626	121173	275	66	1983	440	1256	92	5.20845	184161	1939	67	19231	95	0	9830	186711	1965	83	19231	95	0	9830	0			0			223	10139	22879	231.6	174.16													
Recording5	Participant28	G5-1	E3-ST	1	E3-ST	SUB	292809	419381		37731	226	66	1575	167	9914	225	SUB		5.1784	33607	229	66	1575	147	22904	192	5.19934	42379	543	66	2458	78	9914	225	45313	581	75	2508	78	9914	225	0			0			59	22879	10139	174.16	231.6													
Recording5	Participant28	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1061288	0	1	96399	291	66	2467	331	63354	192	SUB		5.8594	79094	295	67	2467	268	63354	192	5.89859	121246	2474	67	17340	49	63354	10641	122621	2502	75	17415	49	63329	10666	0			0			145	75170	73995	406.83	151.51													
Recording5	Participant28	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1061288	0	1	144209	268	66	1983	538	419381	373	SUB		5.18626	121173	275	66	1983	440	420637	92	5.20845	184161	1939	67	19231	95	419381	9830	186711	1965	83	19231	95	419381	9830	0			0			223	429519	442260	231.6	174.16													
Recording5	Participant28	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1061288	0	1	69052	229	66	1867	302	747332	150	SUB		5.25508	59628	230	66	1867	259	747633	150	5.27301	85817	833	67	6774	103	747332	1042	88498	859	92	6816	103	747332	1042	0			0			98	754132	749691	199.37	272.81													
Recording5	Participant28	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1061288	0	1	77859	303	66	1933	257	74020	341	SUB		5.81493	66435	306	66	1933	217	74020	341	5.81707	85992	1178	66	5841	73	74020	1150	88199	1208	75	5891	73	73995	1175	0			0			138	73995	75170	151.51	406.83													
Recording5	Participant28	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1061288	0	1	37731	226	66	1575	167	429294	225	SUB		5.1784	33607	229	66	1575	147	442285	192	5.19934	42379	543	66	2458	78	429294	225	45313	581	75	2508	78	429294	225	0			0			59	442260	429519	174.16	231.6													
Recording5	Participant28	G5-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1061288	0	1	53336	232	25	750	230	748649	233	SUB		5.31692	49912	232	67	750	215	748649	233	5.3178	60569	631	25	2208	96	748649	608	64011	667	41	2258	96	748632	625	0			0			103	749691	754132	272.81	199.37													
Recording4	Participant14	G5-2	C1-LC	1	C1-LC	IMA	322337	428997		212735	295	66	2858	720	0	213	IMA	IMA	3.11425	162076	286	67	1625	566	984	117	3.11695	271959	4533	150	41746	60	0	9254	274125	4569	192	41762	60	0	9254	0			0			369	9821	9254	213.81	45.31													
Recording4	Participant14	G5-2	C1-LC	1	C1-LC	SUB	322337	428997		35237	229	75	1083	154	9271	550	IMA	IMA	3.11786	27521	229	75	1083	120	9271	550	3.12627	43370	667	108	4749	59	9271	550	42113	714	125	4791	59	9254	567	0			0			79	9254	9821	45.31	213.81													
Recording4	Participant14	G5-2	C2-SDH	1	C2-SDH	IMA	314522	46472		143373	297	66	2208	483	0	108	IMA		3.35424	113927	292	66	2208	390	166	433	3.35668	175471	2089	183	13274	98	0	4074	178546	2126	208	13341	84	0	4074	0			0			245	7424	4074	429.43	252.87													
Recording4	Participant14	G5-2	C2-SDH	1	C2-SDH	SUB	314522	46472		95777	215	67	1466	445	4133	167	IMA		3.36008	80237	210	67	1466	382	4133	167	3.36624	115163	1404	125	17731	96	4133	1183	119520	1458	150	17773	82	4074	1242	0			0			302	4074	7424	252.87	429.43													
Recording4	Participant14	G5-2	C3-ST	1	C3-ST	IMA	350665	804757		159574	238	53	1783	670	1411	208	IMA	IMA	2.97966	120594	229	66	1783	527	2599	142	2.96873	213351	1616	83	8574	132	1411	525	217283	1646	100	8591	132	1402	533	0			0			256	2532	7240	354.35	300.63													
Recording4	Participant14	G5-2	C3-ST	1	C3-ST	SUB	350665	804757		83692	201	66	941	416	978	175	IMA	IMA	3.08465	65946	205	66	941	322	978	175	3.08566	98754	748	67	4850	132	978	175	105071	796	117	4933	132	953	200	0			0			224	7240	2532	300.63	354.35													
Recording4	Participant14	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1205398	0	2	143373	297	66	2208	483	46472	108	IMA		3.35424	113927	292	66	2208	390	46638	433	3.35668	175471	2089	183	13274	84	46472	4074	178546	2126	208	13341	84	46472	4074	0			0			245	53896	50546	429.43	252.87													
Recording4	Participant14	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1205398	0	2	212735	295	66	2858	720	428997	213	IMA		3.11425	162076	286	67	1625	566	429981	117	3.11695	271959	4533	150	41746	60	428997	9254	274125	4569	192	41762	60	428997	9254	0			0			369	438818	438251	213.81	45.31													
Recording4	Participant14	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	IMA	1205398	0	2	159574	238	53	1783	670	806168	208	IMA		2.97966	120594	229	66	1783	527	807356	142	2.96873	213351	1616	83	8574	132	806168	525	217283	1646	100	8591	132	806159	533	0			0			256	807289	811997	354.35	300.63													
Recording4	Participant14	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1205398	0	2	95777	215	67	1466	445	50604	167	IMA		3.36008	80237	210	67	1466	382	50604	167	3.36624	115163	1404	125	17731	82	50604	1183	119520	1458	150	17773	82	50546	1242	0			0			302	50546	53896	252.87	429.43													
Recording4	Participant14	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1205398	0	2	35237	229	75	1083	154	438268	550	IMA		3.11786	27521	229	75	1083	120	438268	550	3.12627	39354	667	108	4749	59	438268	550	42113	714	125	4791	59	438251	567	0			0			79	438251	438818	45.31	213.81													
Recording4	Participant14	G5-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,PREF (1),SD1	SUB	1205398	0	2	83692	201	66	941	416	805735	175	IMA		3.08465	65946	205	66	941	322	805735	175	3.08566	98754	748	67	4850	132	805735	175	105071	796	117	4933	132	805710	200	0			0			224	811997	807289	300.63	354.35													
Recording2	Participant5	G5-2	C1-LC	1	C1-LC	IMA	322320	1168121		218986	363	67	11107	604	614	117	IMA	IMA	4.7657	202028	370	67	11107	546	931	92	4.77473	247431	3389	100	41662	73	614	1521	250872	3437	133	41712	73	589	1546	0			0			454	3352	4202	310.99	68.95													
Recording2	Participant5	G5-2	C1-LC	1	C1-LC	SUB	322320	1168121		57451	276	67	3108	208	2718	150	IMA	IMA	4.86042	54210	278	67	3108	195	2718	150	4.85676	65518	854	133	7124	72	2718	633	64434	895	167	7174	72	2685	667	0			0			126	4202	3352	68.95	310.99													
Recording2	Participant5	G5-2	C2-SDH	1	C2-SDH	IMA	314488	66122		152225	408	67	1916	373	237	1033	SUB	SUB	5.00497	141552	406	67	1916	349	1320	225	5.00923	167907	1999	92	10932	98	237	3866	172065	2048	108	10982	84	237	3866	0			0			250	5186	4103	172.51	289.4													
Recording2	Participant5	G5-2	C2-SDH	1	C2-SDH	SUB	314488	66122		116489	271	67	1225	430	3	125	SUB	SUB	4.76662	112080	271	67	1225	413	4161	125	4.76196	130821	1539	100	6291	100	3	125	134566	1583	117	6333	85	0	128	0			0			324	4103	5186	289.4	172.51													
Recording2	Participant5	G5-2	C3-ST	1	C3-ST	IMA	350664	612747		166817	326	67	1733	512	652	119	IMA	IMA	4.69006	141220	324	67	1733	436	3295	358	4.69945	188396	1427	100	6149	132	652	119	194696	1475	119	6224	132	652	119	0			0			310	3237	771	294.62	306.39													
Recording2	Participant5	G5-2	C3-ST	1	C3-ST	SUB	350664	612747		125596	271	67	1617	463	821	183	IMA	IMA	4.66102	118463	270	67	1617	439	821	183	4.6589	138853	1060	83	3300	131	821	2416	144878	1106	100	3316	131	771	2466	0			0			306	771	3237	306.39	294.62													
