Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording5	Participant34	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1417480	0	1	43580	162	66	1425	269	77829	142	IMA		3.99386	41806	160	66	1425	261	77829	142	3.99106	79139	1388	67	6641	57	77829	4008	80741	1417	75	6666	57	77812	4024	0			0			75	88428	84512	144.51	31.9													
Recording5	Participant34	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1417480	0	1	100202	137	66	550	730	951640	83	IMA		3.68151	97776	137	66	550	714	951640	83	3.67942	193115	1694	67	7333	114	951640	2083	197374	1731	92	7374	114	951623	2100	0			0			187	954448	959980	451.1	310.25													
Recording3	Participant18	G9-1	C1-ST	1	C1-ST	IMA	323653	894255		199806	404	47	2924	494	1351	158	IMA	IMA	4.28787	190802	407	66	2924	469	1351	158	4.29374	220721	3294	75	30122	67	1351	366	223204	3331	117	30172	67	1336	382	0			0			357	3114	3614	125.29	33.72													
Recording3	Participant18	G9-1	C1-ST	1	C1-ST	SUB	323653	894255		87544	332	67	1192	264	1914	300	IMA	IMA	4.41836	83577	330	67	1192	253	1914	300	4.41572	92675	1404	92	7891	66	1914	1200	94776	1436	100	7916	66	1831	1282	0			0			184	3614	3114	33.72	125.29													
Recording3	Participant18	G9-1	C2-LC	1	C2-LC	IMA	314255	61401		195255	640	67	6716	305	0	180	IMA	IMA	4.34312	160379	573	67	4633	280	764	158	4.33942	206819	3447	133	48595	70	0	455	209117	3485	167	48670	60	0	455	0			0			208	730	455	154.9	218.17													
Recording3	Participant18	G9-1	C2-LC	1	C2-LC	SUB	314255	61401		92251	454	75	2525	203	497	234	IMA	IMA	4.26417	85960	448	75	2525	192	497	234	4.26253	100138	1658	167	6216	79	497	234	98540	1699	208	6258	58	455	275	0			0			136	455	730	218.17	154.9													
Recording3	Participant18	G9-1	C3-SDH	1	C3-SDH	IMA	350648	455674		134674	463	67	6783	291	3053	850	IMA	IMA	3.8825	116812	429	67	4475	272	3053	850	3.89078	143715	1562	92	11982	110	3053	850	147041	1598	92	11990	92	3012	892	0			0			163	3012	3903	391.28	380.21													
Recording3	Participant18	G9-1	C3-SDH	1	C3-SDH	SUB	350648	455674		180885	319	66	2200	567	1078	92	IMA	IMA	3.94483	171870	315	66	1891	546	1078	92	3.94276	193316	2101	184	6941	107	1078	1933	197130	2143	225	6966	92	1062	1950	0			0			450	3903	3012	380.21	391.28													
Recording3	Participant18	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1303144	0	1	195255	640	67	6716	305	61401	180	IMA		4.34312	160379	573	67	4633	280	62165	158	4.33942	206819	3447	133	48595	60	61401	455	209117	3485	167	48670	60	61401	455	0			0			208	62131	61856	154.9	218.17													
Recording3	Participant18	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1303144	0	1	199806	404	47	2924	494	895606	158	IMA		4.28787	190802	407	66	2924	469	895606	158	4.29374	220721	3294	75	30122	67	895606	366	223204	3331	117	30172	67	895591	382	0			0			357	897369	897869	125.29	33.72													
Recording3	Participant18	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1303144	0	1	134674	463	67	6783	291	458727	850	IMA		3.8825	116812	429	67	4475	272	458727	850	3.89078	143715	1562	92	11982	92	458727	850	147041	1598	92	11990	92	458686	892	0			0			163	458686	459577	391.28	380.21													
Recording3	Participant18	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1303144	0	1	92251	454	75	2525	203	61898	234	IMA		4.26417	85960	448	75	2525	192	61898	234	4.26253	96149	1658	167	6216	58	61898	234	98540	1699	208	6258	58	61856	275	0			0			136	61856	62131	218.17	154.9													
Recording3	Participant18	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1303144	0	1	87544	332	67	1192	264	896169	300	IMA		4.41836	83577	330	67	1192	253	896169	300	4.41572	92675	1404	92	7891	66	896169	1200	94776	1436	100	7916	66	896086	1282	0			0			184	897869	897369	33.72	125.29													
Recording3	Participant18	G9-1	Entire Recording	1	AF1,AF2,AF3,age,C1-ST,C2-LC,C3-SDH,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1303144	0	1	180885	319	66	2200	567	456752	92	IMA		3.94483	171870	315	66	1891	546	456752	92	3.94276	193316	2101	184	6941	92	456752	1933	197130	2143	225	6966	92	456736	1950	0			0			450	459577	458686	380.21	391.28													
Recording2	Participant9	G9-2	E1-ST	1	E1-ST	IMA	281578	762373		49283	222	66	3600	222	593	83	IMA		5.82083	33111	210	66	3600	158	593	83	5.80984	186310	7166	67	69526	26	593	858	186810	7185	108	69526	26	584	867	0			0			63		11617		196.29													
Recording2	Participant9	G9-2	E1-ST	1	E1-ST	SUB	281578	762373		8333	126	67	317	66	1509	308	IMA		5.42001	6383	123	67	308	52	1509	308	5.42565	21339	889	67	8966	24	1509	308	21848	910	84	9041	24	1501	317	0			0			10	1984	45896	39.64	65.04													
Recording2	Participant9	G9-2	E2-LC	1	E2-LC	IMA	269830	186770		38959	166	67	1508	274	0	231	IMA		5.79207	21839	184	67	1508	119	264	1508	5.74722	198134	14844	1933	57736	77	0	5564	178550	14879	1983	57769	12	0	5564	0			0			26	56947	122482	78.69	53.33													
Recording2	Participant9	G9-2	E2-LC	1	E2-LC	SUB	269830	186770		25901	147	67	467	189	5639	133	IMA		5.90792	3199	152	67	467	21	5639	133	5.94503	37375	2738	67	20452	86	5639	133	27543	2754	67	20477	10	5622	150	0			0			5	122482	56947	53.33	78.69													
Recording2	Participant9	G9-2	E3-SDH	1	E3-SDH	IMA	292792	1257642		158044	279	40	10082	566	1069	125	IMA	IMA	5.62183	136665	287	66	10082	477	1648	133	5.63465	235046	7835	67	46416	45	1069	3179	235555	7852	83	46416	30	1069	3179	0			0			274	232200	83894	36.75	66.94													
Recording2	Participant9	G9-2	E3-SDH	1	E3-SDH	SUB	292792	1257642		12582	210	67	825	60	4290	225	IMA	IMA	5.70992	8899	193	67	742	46	43894	92	5.7726	16266	651	75	3225	39	4290	225	16724	669	83	3241	25	4273	242	0			0			18	83894	214760	66.94	212.78													
Recording2	Participant9	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1689374	0	2	158044	279	40	10082	566	1258711	125	IMA		5.62183	136665	287	66	10082	477	1259290	133	5.63465	235046	7835	67	46416	30	1258711	3179	235555	7852	83	46416	30	1258711	3179	0			0			274	1489842	1341536	36.75	66.94													
Recording2	Participant9	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1689374	0	2	49283	222	66	3600	222	762966	83	IMA		5.82083	33111	210	66	3600	158	762966	83	5.80984	186310	7166	67	69526	26	762966	858	186810	7185	108	69526	26	762958	867	0			0			63		773990		196.29													
Recording2	Participant9	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1689374	0	2	28959	166	67	1508	174	186770	231	IMA		5.79207	21839	184	67	1508	119	187035	1508	5.74722	178134	14844	1933	57736	12	186770	5564	178550	14879	1983	57769	12	186770	5564	0			0			26	243717	309252	78.69	53.33													
Recording2	Participant9	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1689374	0	2	12582	210	67	825	60	1261932	225	IMA		5.70992	8899	193	67	742	46	1301536	92	5.7726	16266	651	75	3225	25	1261932	225	16724	669	83	3241	25	1261915	242	0			0			18	1341536	1472402	66.94	212.78													
Recording2	Participant9	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1689374	0	2	8333	126	67	317	66	763883	308	IMA		5.42001	6383	123	67	308	52	763883	308	5.42565	21339	889	67	8966	24	763883	308	21848	910	84	9041	24	763874	317	0			0			10	764358	808270	39.64	65.04													
Recording2	Participant9	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1689374	0	2	3966	147	67	467	27	192409	133	IMA		5.90792	3199	152	67	467	21	192409	133	5.94503	27376	2738	67	20452	10	192409	133	27543	2754	67	20477	10	192392	150	0			0			5	309252	243717	53.33	78.69													
Recording10	Participant42	G9-2	E1-ST	1	E1-ST	IMA	281578	47790		233082	457	67	4208	510	0	172	IMA	IMA	4.40223	208736	454	67	4208	460	213	217	4.41349	257764	12888	283	54161	20	0	11454	258614	12931	341	54203	20	0	11454	0			0			406	11804	11454	477.6	277.69													
Recording10	Participant42	G9-2	E1-ST	1	E1-ST	SUB	281578	47790		19924	277	108	1992	72	11512	142	IMA	IMA	4.30772	18716	279	108	1992	67	11512	142	4.31217	21382	1069	183	4875	20	11512	292	22456	1123	242	4942	20	11454	350	0			0			48	11454	11804	277.69	477.6													
Recording10	Participant42	G9-2	E2-LC	1	E2-LC	IMA	269797	696529		142543	313	67	2175	456	1215	125	SUB		4.28806	127569	316	67	2175	404	1390	192	4.29689	170191	3958	141	26447	63	1215	1541	171682	3993	191	26464	43	1215	1541	0			0			290	10597	2757	303.35	206.88													
Recording10	Participant42	G9-2	E2-LC	1	E2-LC	SUB	269797	696529		84095	234	66	1483	401	2807	150	SUB		4.2633	69720	236	66	1483	295	5698	808	4.2676	98983	2119	150	16607	62	2807	150	91024	2167	183	16665	42	2757	200	0			0			173	2757	10597	206.88	303.35													
Recording10	Participant42	G9-2	E3-SDH	1	E3-SDH	IMA	292776	367227		219714	367	67	3625	598	826	200	IMA	IMA	4.07891	193270	369	67	3625	524	1493	192	4.07897	250489	7591	158	69510	47	826	992	251680	7627	200	69585	33	826	992	0			0			439	2518	2868	348.66	335.77													
Recording10	Participant42	G9-2	E3-SDH	1	E3-SDH	SUB	292776	367227		27864	198	67	683	141	2060	67	IMA	IMA	4.13284	25864	202	67	683	128	2060	67	4.13773	34138	1101	75	9399	39	2060	458	35546	1147	92	9457	31	2051	467	0			0			76	2868	2518	335.77	348.66													
Recording10	Participant42	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1018517	0	1	219714	367	67	3625	598	368053	200	SUB		4.07891	193270	369	67	3625	524	368720	192	4.07897	250489	7591	158	69510	33	368053	992	251680	7627	200	69585	33	368053	992	0			0			439	369745	370095	348.66	335.77													
Recording10	Participant42	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1018517	0	1	233082	457	67	4208	510	47790	172	SUB		4.40223	208736	454	67	4208	460	48003	217	4.41349	257764	12888	283	54161	20	47790	11454	258614	12931	341	54203	20	47790	11454	0			0			406	59593	59243	477.6	277.69													
Recording10	Participant42	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1018517	0	1	142543	313	67	2175	456	697744	125	SUB		4.28806	127569	316	67	2175	404	697919	192	4.29689	170191	3958	141	26447	43	697744	1541	171682	3993	191	26464	43	697744	1541	0			0			290	707126	699285	303.35	206.88													
Recording10	Participant42	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1018517	0	1	27864	198	67	683	141	369286	67	SUB		4.13284	25864	202	67	683	128	369286	67	4.13773	34138	1101	75	9399	31	369286	458	35546	1147	92	9457	31	369278	467	0			0			76	370095	369745	335.77	348.66													
Recording10	Participant42	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1018517	0	1	19924	277	108	1992	72	59302	142	SUB		4.30772	18716	279	108	1992	67	59302	142	4.31217	21382	1069	183	4875	20	59302	292	22456	1123	242	4942	20	59243	350	0			0			48	59243	59593	277.69	477.6													
Recording10	Participant42	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1018517	0	1	74095	234	66	1483	317	699335	150	SUB		4.2633	69720	236	66	1483	295	702227	808	4.2676	88983	2119	150	16607	42	699335	150	91024	2167	183	16665	42	699285	200	0			0			173	699285	707126	206.88	303.35													
Recording8	Participant37	G9-2	E1-ST	1	E1-ST	IMA	281561	777119		115187	249	66	1500	462	393	108	IMA		4.20186	107113	256	66	1500	418	393	108	4.20225	147335	4093	67	41779	36	393	450	148018	4112	75	41804	36	376	467	0			0			226	126363	35947	187.69	400.84													
Recording8	Participant37	G9-2	E1-ST	1	E1-ST	SUB	281561	777119		34904	165	66	750	211	1209	100	IMA		3.92533	29564	169	66	750	175	11391	108	3.92089	54069	1060	67	3591	51	1209	442	55586	1090	75	3600	51	1209	442	0			0			54	35947	51712	400.84	35.27													
Recording8	Participant37	G9-2	E2-LC	1	E2-LC	IMA	269780	46762		71709	237	66	1908	383	0	66	SUB		3.76575	60069	240	67	1117	250	474	342	3.7743	96799	3872	117	20773	25	0	5657	97340	3894	133	20790	25	0	5657	0			0			117	18198	64576	107.62	128.96													
Recording8	Participant37	G9-2	E2-LC	1	E2-LC	SUB	269780	46762		52531	160	67	741	377	5716	175	SUB		3.8649	28215	163	67	616	173	5907	275	3.91367	69160	1345	75	6416	89	5716	1200	60077	1365	75	6433	44	5716	1200	0			0			62	64576	18198	128.96	107.62													
Recording8	Participant37	G9-2	E3-SDH	1	E3-SDH	IMA	292826	398393		101437	221	66	1367	459	0	182	IMA	IMA	3.99094	90440	234	67	1367	386	691	217	3.99237	142341	3650	67	18381	106	0	1632	143150	3671	83	18398	39	0	1632	0			0			175	92406	27238	220.75	270.44													
Recording8	Participant37	G9-2	E3-SDH	1	E3-SDH	SUB	292826	398393		33972	146	66	733	233	1899	217	IMA	IMA	4.01924	27448	144	66	733	190	1899	217	4.01764	62513	1226	67	6758	51	1899	2742	63970	1254	75	6800	51	1865	2775	0			0			45	27238	61368	270.44	32.12													
Recording8	Participant37	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1161261	0	2	101437	221	66	1367	459	398393	182	IMA		3.99094	90440	234	67	1367	386	399084	217	3.99237	142341	3650	67	18381	47	398393	1632	143150	3671	83	18398	39	398393	1632	0			0			175	490800	425631	220.75	270.44													
Recording8	Participant37	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1161261	0	2	115187	249	66	1500	462	777512	108	IMA		4.20186	107113	256	66	1500	418	777512	108	4.20225	147335	4093	67	41779	36	777512	450	148018	4112	75	41804	36	777495	467	0			0			226	903482	813066	187.69	400.84													
Recording8	Participant37	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1161261	0	2	71709	237	66	1908	303	46762	66	IMA		3.76575	60069	240	67	1117	250	47237	342	3.7743	96799	3872	117	20773	25	46762	5657	97382	3895	133	20790	25	46720	5700	0			0			117	64960	111339	107.62	128.96													
Recording8	Participant37	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1161261	0	2	33972	146	66	733	233	400292	217	IMA		4.01924	27448	144	66	733	190	400292	217	4.01764	62513	1226	67	6758	51	400292	2742	63970	1254	75	6800	51	400259	2775	0			0			45	425631	459761	270.44	32.12													
Recording8	Participant37	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1161261	0	2	34904	165	66	750	211	778328	100	IMA		3.92533	29564	169	66	750	175	788511	108	3.92089	54069	1060	67	3591	51	778328	442	55586	1090	75	3600	51	778328	442	0			0			54	813066	828831	400.84	35.27													
Recording8	Participant37	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1161261	0	2	36531	160	67	741	228	52478	175	IMA		3.8649	28215	163	67	616	173	52670	275	3.91367	59160	1345	75	6416	44	52478	1200	60077	1365	75	6433	44	52478	1200	0			0			62	111339	64960	128.96	107.62													
Recording4	Participant18	G9-2	E1-ST	1	E1-ST	IMA	281528	750057		137657	430	67	2808	320	1290	275	IMA	IMA	4.84158	127372	430	67	2808	296	1695	350	4.83758	152577	2677	92	28189	57	1290	6171	154609	2712	108	28222	57	1274	6187	0			0			216	15677	7461	254.87	130.08													
Recording4	Participant18	G9-2	E1-ST	1	E1-ST	SUB	281528	750057		103441	318	66	2725	325	11586	75	IMA	IMA	4.68845	99341	317	66	2725	313	11586	75	4.68811	111973	1964	83	4974	57	11586	2000	114237	2004	100	5008	57	11552	2033	0			0			243	11552	15677	379.29	254.87													
Recording4	Participant18	G9-2	E2-LC	1	E2-LC	IMA	269814	75272		96917	466	67	4150	208	169	125	SUB		4.24174	88418	475	67	4150	186	319	108	4.23153	120381	3345	92	21457	103	169	1017	111330	3374	100	21465	33	119	1067	0			0			129	14426	1186	37.15	99.91													
Recording4	Participant18	G9-2	E2-LC	1	E2-LC	SUB	269814	75272		111629	359	66	2600	327	1219	159	SUB		4.27733	124572	362	66	2600	344	1886	542	4.27553	154315	4245	75	27089	99	1219	159	145639	4284	134	27122	34	1186	192	0			0			293	1186	14426	99.91	37.15													
Recording4	Participant18	G9-2	E3-SDH	1	E3-SDH	IMA	292809	392677		181272	388	75	3291	467	1320	250	IMA	IMA	4.17865	165551	381	75	3125	435	1320	250	4.18099	198311	2874	84	19906	69	1320	250	200436	2905	84	19906	69	1303	267	0			0			340	9873	9374	342.29	315.51													
Recording4	Participant18	G9-2	E3-SDH	1	E3-SDH	SUB	292809	392677		76826	263	66	1117	292	2016	283	IMA	IMA	4.24977	72894	261	66	1117	279	2016	283	4.25575	82351	1211	175	4999	68	2016	2650	85541	1258	225	5058	68	1992	2674	0			0			216	9374	9873	315.51	342.29													
Recording4	Participant18	G9-2	Entire Recording	1	AF1,AF2,AF3,E1-ST,E2-LC,E3-SDH,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1089259	0	2	181272	388	75	3291	467	393997	250	IMA		4.17865	165551	381	75	3125	435	393997	250	4.18099	198311	2874	84	19906	69	393997	250	200436	2905	84	19906	69	393980	267	0			0			340	402551	402051	342.29	315.51													
