Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording2	Participant4	G4-2	E3-ST	1	E3-ST	IMA	292809	695801		139677	203	66	2116	688	2091	67	SUB	SUB	3.43453	127330	200	66	1525	636	2091	67	3.44196	203523	2544	67	19006	80	2091	7125	205790	2572	75	19023	80	2033	7183	0			0			261	11957	11833	45.32	242.99													
Recording2	Participant4	G4-2	E3-ST	1	E3-ST	SUB	292809	695801		37244	204	66	975	183	9366	158	SUB	SUB	3.48816	33955	197	66	675	172	9366	158	3.46837	44610	544	83	2483	82	9366	158	47867	584	100	2533	82	9350	175	0			0			77	11833	11957	242.99	45.32													
Recording2	Participant4	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1034710	0	1	99591	231	66	1958	431	387054	450	SUB		3.50447	94183	235	66	1958	401	387054	450	3.50218	127723	1451	75	9141	88	387054	942	130790	1486	92	9199	88	386979	1017	0			0			166	386979	387995	188.45	319.33													
Recording2	Participant4	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1034710	0	1	139677	203	66	2116	688	697892	67	SUB		3.43453	127330	200	66	1525	636	697892	67	3.44196	203523	2544	67	19006	80	697892	7125	205790	2572	75	19023	80	697834	7183	0			0			261	707759	707634	45.32	242.99													
Recording2	Participant4	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	IMA	1034710	0	1	83817	222	66	1741	377	70011	67	SUB		3.86814	69001	215	66	1741	321	70378	192	3.86068	121352	2477	100	23114	49	70011	1708	122818	2506	142	23131	49	69978	1741	0			0			116	87209	71719	210.57	388.39													
Recording2	Participant4	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1034710	0	1	74397	223	67	1783	333	386662	317	SUB		3.51848	71114	224	67	1783	318	386662	317	3.51571	84467	820	108	3658	103	386662	317	88483	859	125	3700	103	386646	333	0			0			175	387995	386979	319.33	188.45													
Recording2	Participant4	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1034710	0	1	37244	204	66	975	183	705167	158	SUB		3.48816	33955	197	66	675	172	705167	158	3.46837	44610	544	83	2483	82	705167	158	47867	584	100	2533	82	705151	175	0			0			77	707634	707759	242.99	45.32													
Recording2	Participant4	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref,SD1	SUB	1034710	0	1	70337	267	75	1675	263	71769	158	SUB		3.5709	65254	264	75	1675	247	71769	158	3.55659	83317	1041	83	5449	80	71769	542	85975	1075	92	5483	80	71719	592	0			0			107	71719	87209	388.39	210.57													
Recording10	Participant39	G4-2	E1-LC	1	E1-LC	IMA	280262	829654		123074	261	15	1008	473	0	15	IMA	IMA	3.55182	90891	266	67	1008	342	357	275	3.55096	142593	2128	92	56278	139	0	10539	145859	2177	142	56311	67	0	10539	0			0			214	14113	14280	278.39	246.43													
Recording10	Participant39	G4-2	E1-LC	1	E1-LC	SUB	280262	829654		104389	209	67	950	488	11655	233	IMA	IMA	3.41846	74441	215	67	950	346	11655	233	3.43929	133654	1846	67	8207	121	11655	2458	126587	1889	67	8207	67	11639	2475	0			0			245	14280	14113	246.43	278.39													
Recording10	Participant39	G4-2	E2-SDH	1	E2-SDH	IMA	270214	505684		105622	220	67	825	481	277	117	IMA		3.31512	82000	221	67	825	371	410	142	3.31773	134252	1220	83	11740	110	277	925	138502	1259	108	11799	110	235	967	0			0			226	1835	1201	310.61	300.15													
Recording10	Participant39	G4-2	E2-SDH	1	E2-SDH	SUB	270214	505684		83958	171	67	1042	492	1251	208	IMA		3.28417	63652	179	67	1042	356	1251	208	3.31197	111205	1039	67	5291	107	1251	583	114930	1074	67	5324	107	1201	633	0			0			220	1201	1835	300.15	310.61													
Recording10	Participant39	G4-2	E3-ST	1	E3-ST	IMA	292843	159802		172131	247	67	2650	698	0	403	IMA	IMA	3.28654	138769	246	67	2558	563	778	167	3.28529	215585	2800	100	25947	77	0	8985	218901	2843	133	25989	77	0	8985	0			0			384	9285	32916	476.88	267.37													
Recording10	Participant39	G4-2	E3-ST	1	E3-ST	SUB	292843	159802		47887	177	67	1225	271	9160	125	IMA	IMA	3.42031	36538	176	67	942	208	28575	142	3.45209	61102	826	67	7391	74	9160	125	64185	867	67	7433	74	9160	125	0			0			124	32916	9285	267.37	476.88													
Recording10	Participant39	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1158157	0	2	105622	220	67	825	481	505961	117	IMA		3.31512	82000	221	67	825	371	506094	142	3.31773	134252	1220	83	11740	110	505961	925	138502	1259	108	11799	110	505919	967	0			0			226	507519	506885	310.61	300.15													
Recording10	Participant39	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1158157	0	2	172131	247	67	2650	698	159802	403	IMA		3.28654	138769	246	67	2558	563	160580	167	3.28529	215585	2800	100	25947	77	159802	8985	218901	2843	133	25989	77	159802	8985	0			0			384	169087	192718	476.88	267.37													
Recording10	Participant39	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1158157	0	2	113074	261	15	1008	433	829654	15	IMA		3.55182	90891	266	67	1008	342	830010	275	3.55096	142593	2128	92	56278	67	829654	10539	145859	2177	142	56311	67	829654	10539	0			0			214	843767	843934	278.39	246.43													
Recording10	Participant39	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1158157	0	2	83958	171	67	1042	492	506935	208	IMA		3.28417	63652	179	67	1042	356	506935	208	3.31197	111205	1039	67	5291	107	506935	583	114930	1074	67	5324	107	506885	633	0			0			220	506885	507519	300.15	310.61													
Recording10	Participant39	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1158157	0	2	47887	177	67	1225	271	168962	125	IMA		3.42031	36538	176	67	942	208	188377	142	3.45209	61102	826	67	7391	74	168962	125	64185	867	67	7433	74	168962	125	0			0			124	192718	169087	267.37	476.88													
Recording10	Participant39	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1158157	0	2	94389	209	67	950	451	841309	233	IMA		3.41846	74441	215	67	950	346	841309	233	3.43929	123654	1846	67	8207	67	841309	2458	126587	1889	67	8207	67	841292	2475	0			0			245	843934	843767	246.43	278.39													
Recording9	Participant39	G4-1	C1-LC	1	C1-LC	IMA	322320	458911		203879	271	63	1416	753	1324	108	IMA	IMA	3.68576	169094	270	67	1416	626	1324	108	3.68442	246937	2546	67	39004	97	1324	883	251529	2593	108	39063	97	1316	892	0			0			467	2449	2207	421.63	319.27													
Recording9	Participant39	G4-1	C1-LC	1	C1-LC	SUB	322320	458911		53078	231	75	1275	230	2274	175	IMA	IMA	3.72745	50553	235	75	1275	215	2274	175	3.73676	58619	617	133	5233	95	2274	175	62852	662	192	5275	95	2207	242	0			0			113	2207	2449	319.27	421.63													
Recording9	Participant39	G4-1	C2-SDH	1	C2-SDH	IMA	314472	70254		136337	281	67	1267	486	21	233	IMA	IMA	3.84903	110290	276	67	1267	399	280	192	3.85432	160441	1407	83	14815	114	21	4116	165570	1452	133	14857	114	0	4137	0			0			265	4771	4137	343.13	282.84													
Recording9	Participant39	G4-1	C2-SDH	1	C2-SDH	SUB	314472	70254		117514	228	67	1308	515	4187	108	IMA	IMA	3.85409	106241	231	67	1308	459	4596	175	3.84828	136770	1210	75	7816	113	4187	583	142202	1258	125	7866	113	4137	633	0			0			337	4137	4771	282.84	343.13													
Recording9	Participant39	G4-1	C3-ST	1	C3-ST	IMA	350631	832471		151286	256	34	2266	592	3150	300	IMA	IMA	3.4842	114265	238	67	1125	481	3583	275	3.47302	181049	1071	75	7733	169	3150	917	188714	1117	83	7774	169	3142	925	0			0			280	4458	4067	398.7	223.84													
Recording9	Participant39	G4-1	C3-ST	1	C3-ST	SUB	350631	832471		114806	222	34	2800	517	1624	34	IMA	IMA	3.52488	100615	233	67	2800	432	1700	242	3.54923	136313	802	75	8124	170	1624	1359	144278	849	83	8133	170	1624	1359	0			0			255	4067	4458	223.84	398.7													
Recording9	Participant39	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1251608	0	3	203879	271	63	1416	753	460235	108	IMA		3.68576	169094	270	67	1416	626	460235	108	3.68442	246937	2546	67	39004	97	460235	883	251529	2593	108	39063	97	460227	892	0			0			467	461360	461118	421.63	319.27													
Recording9	Participant39	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1251608	0	3	151286	256	34	2266	592	835621	300	IMA		3.4842	114265	238	67	1125	481	836055	275	3.47302	181049	1071	75	7733	169	835621	917	188714	1117	83	7774	169	835613	925	0			0			280	836930	836538	398.7	223.84													
Recording9	Participant39	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1251608	0	3	136337	281	67	1267	486	70275	233	IMA		3.84903	110290	276	67	1267	399	70534	192	3.85432	160441	1407	83	14815	114	70275	4116	165591	1453	133	14857	114	70234	4158	0			0			265	75025	74392	343.13	282.84													
Recording9	Participant39	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1251608	0	3	53078	231	75	1275	230	461185	175	IMA		3.72745	50553	235	75	1275	215	461185	175	3.73676	58619	617	133	5233	95	461185	175	62852	662	192	5275	95	461118	242	0			0			113	461118	461360	319.27	421.63													
Recording9	Participant39	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1251608	0	3	114806	222	34	2800	517	834096	34	IMA		3.52488	100615	233	67	2800	432	834172	242	3.54923	136313	802	75	8124	170	834096	1359	144278	849	83	8133	170	834096	1359	0			0			255	836538	836930	223.84	398.7													
Recording9	Participant39	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1251608	0	3	117514	228	67	1308	515	74442	108	IMA		3.85409	106241	231	67	1308	459	74850	175	3.84828	136770	1210	75	7816	113	74442	583	142202	1258	125	7866	113	74392	633	0			0			337	74392	75025	282.84	343.13													
Recording7	Participant33	G4-1	C1-LC	1	C1-LC	IMA	322320	557426		151734	270	66	1992	563	1729	100	IMA	IMA	4.68153	126632	272	66	1992	466	1729	100	4.67716	222559	3049	67	31555	73	1729	100	224210	3071	75	31622	73	1696	133	0			0			223	36726	1829	58.04	454.65													
Recording7	Participant33	G4-1	C1-LC	1	C1-LC	SUB	322320	557426		11116	210	67	667	53	2820	83	IMA	IMA	4.62108	8866	193	67	667	46	2820	83	4.57536	11866	360	67	1467	33	2820	83	12858	390	75	1467	33	2812	92	0			0			12	8945	35560	277.81	35.17													
Recording7	Participant33	G4-1	C2-SDH	1	C2-SDH	IMA	314489	986142		80728	250	67	2516	323	1701	83	SUB	SUB	4.36521	72103	256	67	2516	282	1801	142	4.36135	108276	1203	67	10107	90	1701	2346	110510	1228	67	10124	90	1701	2346	0			0			95	5038	4047	221.44	332.39													
Recording7	Participant33	G4-1	C2-SDH	1	C2-SDH	SUB	314489	986142		41903	223	57	1442	188	4088	175	SUB	SUB	4.13387	36997	222	67	1442	167	4088	175	4.12135	47445	624	57	4833	86	4088	950	49952	657	67	4850	76	4047	991	0			0			69	4047	5038	332.39	221.44													
Recording7	Participant33	G4-1	C3-ST	1	C3-ST	IMA	350631	85352		143815	263	36	2008	547	1624	315	IMA	IMA	4.68354	112209	254	66	2008	442	1982	408	4.68414	173059	1124	67	10574	154	1624	766	177575	1153	92	10616	154	1624	766	0			0			216	2907	2390	157.08	556.74													
Recording7	Participant33	G4-1	C3-ST	1	C3-ST	SUB	350631	85352		72160	237	66	1775	305	2457	450	IMA	IMA	4.68372	64113	240	66	1775	267	2457	450	4.69244	81507	526	67	3375	155	2457	450	87050	562	83	3391	155	2390	517	0			0			94	2390	2907	556.74	157.08													
Recording7	Participant33	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1445037	0	1	151734	270	66	1992	563	559155	100	SUB		4.68153	126632	272	66	1992	466	559155	100	4.67716	222559	3049	67	31555	73	559155	100	224210	3071	75	31622	73	559122	133	0			0			223	594152	559255	58.04	454.65													
Recording7	Participant33	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1445037	0	1	143815	263	36	2008	547	86976	315	SUB		4.68354	112209	254	66	2008	442	87333	408	4.68414	173059	1124	67	10574	154	86976	766	177575	1153	92	10616	154	86976	766	0			0			216	88259	87742	157.08	556.74													
Recording7	Participant33	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1445037	0	1	80728	250	67	2516	323	987843	83	SUB		4.36521	72103	256	67	2516	282	987943	142	4.36135	108276	1203	67	10107	90	987843	2346	110510	1228	67	10124	90	987843	2346	0			0			95	991180	990189	221.44	332.39													
Recording7	Participant33	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1445037	0	1	11116	210	67	667	53	560246	83	SUB		4.62108	8866	193	67	667	46	560246	83	4.57536	11866	360	67	1467	33	560246	83	12858	390	75	1467	33	560238	92	0			0			12	566371	592986	277.81	35.17													
Recording7	Participant33	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1445037	0	1	72160	237	66	1775	305	87808	450	SUB		4.68372	64113	240	66	1775	267	87808	450	4.69244	81507	526	67	3375	155	87808	450	87050	562	83	3391	155	87742	517	0			0			94	87742	88259	556.74	157.08													
Recording7	Participant33	G4-1	Entire Recording	1	AF1,AF2,AF3,age,C1-LC,C2-SDH,C3-ST,deafness,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1445037	0	1	41903	223	57	1442	188	990230	175	SUB		4.13387	36997	222	67	1442	167	990230	175	4.12135	47445	624	57	4833	76	990230	950	49952	657	67	4850	76	990189	991	0			0			69	990189	991180	332.39	221.44													
Recording8	Participant33	G4-2	E1-LC	1	E1-LC	IMA	280279	864583		67787	218	67	1691	311	0	284	IMA		4.52695	59262	220	67	1691	269	2717	233	4.54587	115747	3046	75	40846	68	0	651	116697	3071	92	40862	38	0	651	0			0			109	16332	651	103.23	428.53													
Recording8	Participant33	G4-2	E1-LC	1	E1-LC	SUB	280279	864583		41015	215	67	833	193	726	208	IMA		4.29118	19532	217	67	833	90	726	208	4.29421	33340	598	75	1900	75	726	608	24614	631	75	1925	39	651	683	0			0			30	651	12274	428.53	103.47													
Recording8	Participant33	G4-2	E2-SDH	1	E2-SDH	IMA	270231	490273		44263	190	66	983	233	227	67	IMA		4.25085	37589	196	67	983	192	227	67	4.24634	72143	1164	67	11274	72	227	867	73467	1185	67	11324	62	194	900	0			0			67	59138	2860	38.23	261.55													
Recording8	Participant33	G4-2	E2-SDH	1	E2-SDH	SUB	270231	490273		12558	199	67	958	63	1210	92	IMA		3.91227	11691	202	67	958	58	1210	92	3.89685	15299	464	67	2766	43	1210	1283	16298	494	67	2783	33	1194	1300	0			0			15	2860	4901	261.55	57													
Recording8	Participant33	G4-2	E3-ST	1	E3-ST	IMA	292843	59690		148075	261	66	2025	567	212	142	IMA		4.028	128703	253	66	2025	509	212	142	4.03156	203096	3077	67	21964	66	212	8866	205129	3108	133	21981	66	136	8941	0			0			229	136	9077	416.66	467.5													
Recording8	Participant33	G4-2	E3-ST	1	E3-ST	SUB	292843	59690		21374	194	67	700	110	9102	217	IMA		3.90906	20574	196	67	700	105	9102	217	3.91049	24840	497	67	1725	50	9102	217	26547	531	75	1766	50	9077	242	0			0			36	9077	9319	467.5	303.34													
Recording8	Participant33	G4-2	Entire Recording	1	AF1,AF2,AF3,E1-LC,E2-SDH,E3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1243994	0	1	44263	190	66	983	233	490500	67	IMA		4.25085	37589	196	67	983	192	490500	67	4.24634	72143	1164	67	11274	62	490500	867	73467	1185	67	11324	62	490466	900	0			0			67	549410	493133	38.23	261.55													
