Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording15	Participant49	G6-1	E1-LC	1	E1-LC	SUB	280262	118027		39096	181	83	758	216	10712	100	IMA	IMA	3.55367	6332	181	83	758	35	10712	100	3.55613	19186	342	108	992	90	10712	383	8133	387	141	1050	21	10653	442	0			0			13	10653	11828	320.09	294.16													
Recording15	Participant49	G6-1	E2-SDH	1	E2-SDH	IMA	270230	835936		102341	296	66	1733	346	57	151	SUB	SUB	3.33986	93717	299	66	1733	313	399	75	3.33817	124629	1640	75	10790	86	57	1625	126786	1668	92	10832	76	24	1658	0			0			153	1891	2624	261.05	301.41													
Recording15	Participant49	G6-1	E2-SDH	1	E2-SDH	SUB	270230	835936		96438	206	66	983	468	1741	150	SUB	SUB	3.25648	86072	210	66	983	410	1741	150	3.26278	128064	1663	67	14690	91	1741	150	130421	1694	75	14690	77	1732	158	0			0			179	2624	1891	301.41	261.05													
Recording15	Participant49	G6-1	E3-ST	1	E3-ST	IMA	292776	479573		232337	405	66	4066	574	38	92	IMA	IMA	3.57771	188673	387	66	4066	487	471	300	3.5844	269449	5988	100	67203	45	38	22906	271281	6028	141	67253	45	21	22923	0			0			386	23077	22944	310.07	240.34													
Recording15	Participant49	G6-1	E3-ST	1	E3-ST	SUB	292776	479573		15541	192	66	708	81	22985	92	IMA	IMA	3.43682	14607	192	67	708	76	22985	92	3.43891	17533	398	83	1233	44	22985	92	19458	442	125	1283	44	22944	133	0			0			28	22944	23077	240.34	310.07													
Recording15	Participant49	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	IMA	1180943	0	2	231572	424	38	3483	546	118027	38	SUB		3.69437	176377	402	67	3483	439	118657	133	3.69323	270638	11767	142	66729	23	118027	10653	271570	11807	183	66746	23	118027	10653	0			0			384	129856	128680	294.16	320.09													
Recording15	Participant49	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	IMA	1180943	0	2	232337	405	66	4066	574	479611	92	SUB		3.57771	188673	387	66	4066	487	480044	300	3.5844	269449	5988	100	67203	45	479611	22906	271281	6028	141	67253	45	479594	22923	0			0			386	502650	502517	310.07	240.34													
Recording15	Participant49	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	IMA	1180943	0	2	102341	296	66	1733	346	835993	151	SUB		3.33986	93717	299	66	1733	313	836335	75	3.33817	124629	1640	75	10790	76	835993	1625	126786	1668	92	10832	76	835960	1658	0			0			153	837826	838560	261.05	301.41													
Recording15	Participant49	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	SUB	1180943	0	2	6682	181	83	758	37	128739	100	SUB		3.55367	6332	181	83	758	35	128739	100	3.55613	7182	342	108	992	21	128739	383	8133	387	141	1050	21	128680	442	0			0			13	128680	129856	320.09	294.16													
Recording15	Participant49	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	SUB	1180943	0	2	15541	192	66	708	81	502558	92	SUB		3.43682	14607	192	67	708	76	502558	92	3.43891	17533	398	83	1233	44	502558	92	19458	442	125	1283	44	502517	133	0			0			28	502517	502650	240.34	310.07													
Recording15	Participant49	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	SUB	1180943	0	2	96438	206	66	983	468	837677	150	SUB		3.25648	86072	210	66	983	410	837677	150	3.26278	128064	1663	67	14690	77	837677	150	130421	1694	75	14690	77	837668	158	0			0			179	838560	837826	301.41	261.05													
Recording16	Participant49	G6-2	C1-LC	1	C1-LC	IMA	322337	806288		182326	287	66	2041	636	0	78	IMA		3.29173	150478	277	66	2041	543	1032	1767	3.27811	234301	3497	66	41320	67	0	8981	236268	3526	75	41329	67	0	8981	0			0			334	12089	8981	294.93	279.57													
Recording16	Participant49	G6-2	C1-LC	1	C1-LC	SUB	322337	806288		48482	186	66	1008	260	9015	458	IMA		3.2297	40683	183	66	858	222	9015	458	3.23344	71233	1019	67	6399	66	9015	2158	69116	1047	67	6416	66	8981	2191	0			0			66	8981	12089	279.57	294.93													
Recording16	Participant49	G6-2	C2-SDH	1	C2-SDH	IMA	314521	63934		88847	325	66	3366	273	0	509	IMA	IMA	3.21344	60337	289	66	1266	209	1500	392	3.20724	107859	1860	67	11332	68	0	4133	109317	1885	67	11357	58	0	4133	0			0			101	6108	4133	173.11	294.8													
Recording16	Participant49	G6-2	C2-SDH	1	C2-SDH	SUB	314521	63934		114877	187	66	2950	613	4183	242	IMA	IMA	2.96773	76496	193	66	2950	397	4183	242	3.01151	185873	3150	92	31539	73	4183	1925	187281	3174	100	31555	59	4133	1975	0			0			125	4133	6108	294.8	173.11													
Recording16	Participant49	G6-2	C3-ST	1	C3-ST	IMA	350648	421397		64064	236	66	1408	272	0	175	IMA	IMA	3.12476	54023	236	66	1408	229	417	75	3.13047	78509	809	67	8599	97	0	492	81242	838	75	8624	97	0	492	0			0			78	15049	1684	209.19	259.99													
Recording16	Participant49	G6-2	C3-ST	1	C3-ST	SUB	350648	421397		170078	202	66	1166	842	700	133	IMA	IMA	3.07302	136722	202	66	1166	676	700	133	3.09282	240074	2475	75	14890	97	700	133	242699	2502	92	14915	97	684	150	0			0			248	1684	15049	259.99	209.19													
Recording16	Participant49	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1161821	0	2	64064	236	66	1408	272	421397	175	IMA		3.12476	54023	236	66	1408	229	421814	75	3.13047	78509	809	67	8599	97	421397	492	81242	838	75	8624	97	421397	492	0			0			78	436446	423080	209.19	259.99													
Recording16	Participant49	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1161821	0	2	182326	287	66	2041	636	806288	78	IMA		3.29173	150478	277	66	2041	543	807320	1767	3.27811	234301	3497	66	41320	67	806288	8981	236268	3526	75	41329	67	806288	8981	0			0			334	818377	815269	294.93	279.57													
Recording16	Participant49	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1161821	0	2	88847	325	66	3366	273	63934	509	IMA		3.21344	60337	289	66	1266	209	65434	392	3.20724	107859	1860	67	11332	58	63934	4133	109317	1885	67	11357	58	63934	4133	0			0			101	70042	68067	173.11	294.8													
Recording16	Participant49	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1161821	0	2	170078	202	66	1166	842	422097	133	IMA		3.07302	136722	202	66	1166	676	422097	133	3.09282	240074	2475	75	14890	97	422097	133	242699	2502	92	14915	97	422080	150	0			0			248	423080	436446	259.99	209.19													
Recording16	Participant49	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1161821	0	2	48482	186	66	1008	260	815302	458	IMA		3.2297	40683	183	66	858	222	815302	458	3.23344	67227	1019	67	6399	66	815302	2158	69116	1047	67	6416	66	815269	2191	0			0			66	815269	818377	279.57	294.93													
Recording16	Participant49	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1161821	0	2	114877	187	66	2950	613	68117	242	IMA		2.96773	76496	193	66	2950	397	68117	242	3.01151	185873	3150	92	31539	59	68117	1925	187281	3174	100	31555	59	68067	1975	0			0			125	68067	70042	294.8	173.11													
Recording1	Participant6	G6-1	E1-LC	1	E1-LC	IMA	280261	462599		65243	214	67	1208	345	1613	233	IMA		4.88824	62402	217	67	1208	288	1613	233	4.88299	120201	4623	100	44545	95	1613	8987	120750	4644	117	44562	26	1579	9020	0			0			106		31214		323.51													
Recording1	Participant6	G6-1	E1-LC	1	E1-LC	SUB	280261	462599		20100	98	67	167	206	10858	150	IMA		4.66428	2550	98	67	167	26	10858	150	4.66428	18853	526	67	2266	86	10858	1367	8491	566	83	2308	15	10841	1383	0			0			3	31214		323.51														
Recording1	Participant6	G6-1	E2-SDH	1	E2-SDH	IMA	270247	96988		65860	199	67	1900	331	360	150	IMA		4.50083	63736	200	67	1900	319	518	475	4.50276	142393	3651	67	36571	54	360	925	143493	3679	83	36588	39	344	942	0			0			108		1285		230.78													
Recording1	Participant6	G6-1	E2-SDH	1	E2-SDH	SUB	270247	96988		8324	124	67	458	67	1327	175	IMA		4.26389	8149	125	67	458	65	1327	175	4.26847	15748	437	67	3391	51	1327	333	16632	462	75	3408	36	1285	375	0			0			11	1285	246209	230.78	33.06													
Recording1	Participant6	G6-1	E3-ST	1	E3-ST	IMA	292809	813246		115938	217	66	1225	534	1422	117	IMA		4.6399	111280	219	66	1225	508	1968	133	4.6412	193269	3451	67	48770	56	1422	7687	194902	3480	75	48812	56	1422	7687	0			0			235	37722	33106	399.67	229.1													
Recording1	Participant6	G6-1	E3-ST	1	E3-ST	SUB	292809	813246		14915	145	67	458	103	9192	208	IMA		4.45169	14240	144	67	458	99	9192	208	4.45111	21806	428	67	4025	51	9192	208	24039	471	75	4108	51	9175	225	0			0			31	33106	37722	229.1	399.67													
Recording1	Participant6	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer,SD1	IMA	1158690	0	2	65243	214	67	1208	305	464211	233	IMA		4.88824	62402	217	67	1208	288	464211	233	4.88299	120201	4623	100	44545	26	464211	8987	120750	4644	117	44562	26	464178	9020	0			0			106		493813		323.51													
Recording1	Participant6	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer,SD1	IMA	1158690	0	2	115938	217	66	1225	534	814668	117	IMA		4.6399	111280	219	66	1225	508	815214	133	4.6412	193269	3451	67	48770	56	814668	7687	194902	3480	75	48812	56	814668	7687	0			0			235	850968	846352	399.67	229.1													
Recording1	Participant6	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer,SD1	IMA	1158690	0	2	65860	199	67	1900	331	97348	150	IMA		4.50083	63736	200	67	1900	319	97506	475	4.50276	142393	3651	67	36571	39	97348	925	143493	3679	83	36588	39	97331	942	0			0			108		98273		230.78													
Recording1	Participant6	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer,SD1	SUB	1158690	0	2	2550	98	67	167	26	473456	150	IMA		4.66428	2550	98	67	167	26	473456	150	4.66428	7891	526	67	2266	15	473456	1367	8491	566	83	2308	15	473440	1383	0			0			3	493813		323.51														
Recording1	Participant6	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer,SD1	SUB	1158690	0	2	14915	145	67	458	103	822438	208	IMA		4.45169	14240	144	67	458	99	822438	208	4.45111	21806	428	67	4025	51	822438	208	24039	471	75	4108	51	822421	225	0			0			31	846352	850968	229.1	399.67													
Recording1	Participant6	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer,SD1	SUB	1158690	0	2	8324	124	67	458	67	98314	175	IMA		4.26389	8149	125	67	458	65	98314	175	4.26847	15748	437	67	3391	36	98314	333	16632	462	75	3408	36	98273	375	0			0			11	98273	343197	230.78	33.06													
Recording10	Participant38	G6-2	C1-LC	1	C1-LC	IMA	322304	877775		201878	243	66	1591	831	0	149	IMA	IMA	3.46703	184676	246	66	1591	750	766	83	3.47233	270276	4095	92	55778	66	0	9131	272542	4129	133	55844	66	0	9131	0			0			328	9473	10156	207.75	188.13													
Recording10	Participant38	G6-2	C1-LC	1	C1-LC	SUB	322304	877775		22906	147	66	558	156	9190	283	IMA	IMA	3.51276	20939	150	66	558	140	9190	283	3.52978	33447	461	75	1625	66	9190	283	32421	491	92	1683	66	9173	300	0			0			29	10156	9473	188.13	207.75													
Recording10	Participant38	G6-2	C2-SDH	1	C2-SDH	IMA	314472	517879		192119	288	66	2858	667	0	149	IMA	IMA	3.49404	169634	290	66	2858	584	157	83	3.50538	257545	9906	75	58924	40	0	16755	258411	9939	100	58958	26	0	16755	0			0			278	65625	113754	156.43	211.11													
Recording10	Participant38	G6-2	C2-SDH	1	C2-SDH	SUB	314472	517879		15840	137	67	550	116	19088	67	IMA	IMA	3.31419	12091	137	67	525	88	19938	100	3.3368	37479	1442	67	20865	41	19088	67	38130	1467	67	20865	26	19088	67	0			0			19	68958	65625	34.73	156.43													
Recording10	Participant38	G6-2	C3-ST	1	C3-ST	IMA	350681	122574		208167	235	66	2008	886	20	100	IMA	IMA	3.26044	183614	236	66	2008	779	137	67	3.26124	293859	6252	92	37513	47	20	7308	295842	6295	108	37513	47	4	7324	0			0			323	89086	49032	161.7	227.58													
Recording10	Participant38	G6-2	C3-ST	1	C3-ST	SUB	350681	122574		25296	153	66	675	165	7361	117	IMA	IMA	3.23279	22621	155	66	675	146	33092	208	3.25256	39971	869	66	12540	46	7361	117	41262	897	67	12549	46	7361	117	0			0			28	49032	89086	227.58	161.7													
Recording10	Participant38	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1243148	0	2	208167	235	66	2008	886	122594	100	IMA		3.26044	183614	236	66	2008	779	122711	67	3.26124	293859	6252	92	37513	47	122594	7308	295842	6295	108	37513	47	122577	7324	0			0			323	211660	171606	161.7	227.58													
Recording10	Participant38	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1243148	0	2	201878	243	66	1591	831	877775	149	IMA		3.46703	184676	246	66	1591	750	878541	83	3.47233	270276	4095	92	55778	66	877775	9131	272542	4129	133	55844	66	877775	9131	0			0			328	887248	887932	207.75	188.13													
Recording10	Participant38	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	IMA	1243148	0	2	192119	288	66	2858	667	517879	149	IMA		3.49404	169634	290	66	2858	584	518037	83	3.50538	257545	9906	75	58924	26	517879	16755	258411	9939	100	58958	26	517879	16755	0			0			278	583505	631633	156.43	211.11													
Recording10	Participant38	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1243148	0	2	25296	153	66	675	165	129935	117	IMA		3.23279	22621	155	66	675	146	155666	208	3.25256	39971	869	66	12540	46	129935	117	41262	897	67	12549	46	129935	117	0			0			28	171606	211660	227.58	161.7													
Recording10	Participant38	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1243148	0	2	22906	147	66	558	156	886965	283	IMA		3.51276	20939	150	66	558	140	886965	283	3.52978	30429	461	75	1625	66	886965	283	32421	491	92	1683	66	886948	300	0			0			29	887932	887248	188.13	207.75													
Recording10	Participant38	G6-2	Entire Recording	1	AF1,AF2,AF3,C1-LC,C2-SDH,C3-ST,EE1,EE2,EE3,ENJ1,ENJ2,NP1,NP2,NP3,NU1,NU2,NU3,pref (1),SD1	SUB	1243148	0	2	15840	137	67	550	116	536968	67	IMA		3.31419	12091	137	67	525	88	537818	100	3.3368	37479	1442	67	20865	26	536968	67	38130	1467	67	20865	26	536968	67	0			0			19	586838	583505	34.73	156.43													
Recording9	Participant38	G6-1	E1-LC	1	E1-LC	IMA	280262	754515		228159	448	66	2850	509	56	250	IMA	IMA	3.71297	178530	440	66	2850	406	398	242	3.71302	256067	13477	67	101824	90	56	11191	256949	13524	125	101841	19	56	11191	0			0			337	34861	11247	332.67	445.07													
Recording9	Participant38	G6-1	E1-LC	1	E1-LC	SUB	280262	754515		47340	217	83	858	240	12163	83	IMA	IMA	3.72248	16174	222	83	858	73	12163	83	3.73586	32548	1142	175	2916	88	12163	758	21215	1179	225	2933	18	12146	775	0			0			36	31586	34861	306.41	332.67													
Recording9	Participant38	G6-1	E2-SDH	1	E2-SDH	IMA	270247	102809		87361	477	67	3541	183	0	229	SUB	SUB	3.57063	55369	407	67	3299	136	262	642	3.5789	96010	2233	91	8849	58	0	1179	97418	2266	91	8899	43	0	1179	0			0			76	2028	8086	200.66	117.39													
Recording9	Participant38	G6-1	E2-SDH	1	E2-SDH	SUB	270247	102809		134957	314	67	3991	430	1362	108	SUB	SUB	3.76015	119581	318	67	3991	376	1362	108	3.75855	166104	3955	75	21556	57	1362	108	167696	3993	92	21573	42	1312	158	0			0			164	8086	2028	117.39	200.66													
Recording9	Participant38	G6-1	E3-ST	1	E3-ST	IMA	292793	425379		229319	415	67	5133	553	0	167	IMA		3.4144	186073	408	67	5133	456	459	125	3.40634	266274	6494	75	48978	41	0	27056	267806	6532	100	49028	41	0	27056	0			0			288	28264	27831	343.48	259.48													
Recording9	Participant38	G6-1	E3-ST	1	E3-ST	SUB	292793	425379		12658	156	67	783	81	27331	150	IMA		3.21241	11633	155	67	783	75	27331	150	3.20081	16774	430	67	1325	39	27331	333	17956	460	83	1325	39	27289	375	0			0			17	27831	28264	259.48	343.48													
Recording9	Participant38	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	IMA	1092150	0	2	228159	448	66	2850	509	754571	250	IMA		3.71297	178530	440	66	2850	406	754912	242	3.71302	256067	13477	67	101824	19	754571	11191	256949	13524	125	101841	19	754571	11191	0			0			337	789376	765761	332.67	445.07													
Recording9	Participant38	G6-1	Entire Recording	1	AF1,AF2,AF3,age,deafness,E1-LC,E2-SDH,E3-ST,education,EE1,EE2,EE3,ENJ1,ENJ2,gender,language,NP1,NP2,NP3,NU1,NU2,NU3,prefer (1),SD1	IMA	1092150	0	2	229319	415	67	5133	553	425379	167	IMA		3.4144	186073	408	67	5133	456	425838	125	3.40634	266274	6494	75	48978	41	425379	27056	267806	6532	100	49028	41	425379	27056	0			0			288	453643	453210	343.48	259.48													
